Champoin Type,Team A,Team B,Team A Score,Team B Score,Match Time,day
مباريات ودية - منتخبات,المغرب,سيراليون,3,1,19:00,01/11/2024
دوري القسم الثاني-أ,جمهورية شبين,دكرنس,2,1,14:00,01/15/2024
دوري القسم الثاني-أ,حرس الحدود,النجوم,1,0,14:00,01/15/2024
دوري القسم الثاني-أ,غزل المحلة,بتروجت,1,1,14:00,01/15/2024
دوري القسم الثاني-أ,المصرية للاتصالات,بروكسي,0,0,14:00,01/15/2024
دوري القسم الثاني-أ,مكادي,النصر للتعدين,0,0,14:00,01/15/2024
دوري القسم الثاني-أ,أسوان,السكة الحديد,1,0,14:00,01/15/2024
دوري القسم الثاني-أ,القناة,وادي دجلة,0,2,14:00,01/15/2024
دوري القسم الثاني-أ,بترول أسيوط,طنطا‏,0,0,14:00,01/15/2024
دوري القسم الثاني-أ,لافيينا أف سي,راية الرياضي,2,0,14:00,01/15/2024
دوري القسم الثاني-أ,مصر المقاصة,أبو قير للاسمدة,0,2,14:00,01/16/2024
مباريات ودية - منتخبات,مصر,العراق,0,1,17:30,01/20/2024
مباريات ودية -أندية,الاتفـــــاق,ام صلال,1,1,15:10,01/20/2024
مباريات ودية -أندية,الوحـــدة,الزمالك,3,1,18:45,01/20/2024
دوري القسم الثاني-أ,السكة الحديد,القناة,0,0,14:30,01/22/2024
دوري القسم الثاني-أ,بتروجت,المصرية للاتصالات,2,1,14:30,01/22/2024
دوري القسم الثاني-أ,النجوم,غزل المحلة,0,1,14:30,01/22/2024
دوري القسم الثاني-أ,دكرنس,حرس الحدود,1,1,14:30,01/22/2024
دوري القسم الثاني-أ,أبو قير للاسمدة,جمهورية شبين,2,0,14:30,01/22/2024
دوري القسم الثاني-أ,النصر للتعدين,أسوان,1,1,14:30,01/22/2024
دوري القسم الثاني-أ,راية الرياضي,مصر المقاصة,4,0,14:30,01/22/2024
دوري القسم الثاني-أ,طنطا‏,لافيينا أف سي,0,2,14:30,01/22/2024
دوري القسم الثاني-أ,وادي دجلة,بترول أسيوط,2,1,14:30,01/22/2024
دوري القسم الثاني-أ,بروكسي,مكادي,2,1,14:30,01/22/2024
مباريات ودية -أندية,الأهلي,الأخدود,1,2,15:00,01/23/2024
مباريات ودية -أندية,الزمالك,ام صلال,0,2,15:10,01/24/2024
مباريات ودية -أندية,الاتفـــــاق,الوحـــدة,1,1,18:00,01/24/2024
مباريات ودية -أندية,الأهلي,حتا,1,1,15:00,01/26/2024
مباريات ودية -أندية,الزمالك,الرجاء البيضاوي,2,2,16:00,01/26/2024
مباريات ودية -أندية,أهلي جدة,ووهان ثري تاونز,3,1,16:00,01/27/2024
مباريات ودية -أندية,الزمالك,أهلي جدة,3,0,18:00,01/28/2024
دوري القسم الثاني-أ,حرس الحدود,جمهورية شبين,1,0,14:30,01/29/2024
دوري القسم الثاني-أ,غزل المحلة,دكرنس,2,0,14:30,01/29/2024
دوري القسم الثاني-أ,المصرية للاتصالات,النجوم,1,0,14:30,01/29/2024
دوري القسم الثاني-أ,مكادي,بتروجت,0,1,14:30,01/29/2024
دوري القسم الثاني-أ,أسوان,بروكسي,0,1,14:30,01/29/2024
دوري القسم الثاني-أ,القناة,النصر للتعدين,1,0,14:30,01/29/2024
دوري القسم الثاني-أ,بترول أسيوط,السكة الحديد,0,1,14:30,01/29/2024
دوري القسم الثاني-أ,لافيينا أف سي,وادي دجلة,3,4,14:30,01/29/2024
دوري القسم الثاني-أ,مصر المقاصة,طنطا‏,0,3,14:30,01/29/2024
دوري القسم الثاني-أ,أبو قير للاسمدة,راية الرياضي,0,0,14:30,01/29/2024
مباريات ودية -أندية,النصر,انتر ميامى,6,0,20:00,02/01/2024
مباريات ودية -أندية,الهلال,النصر,2,0,20:00,02/08/2024
دوري القسم الثاني-أ,بروكسي,وادي دجلة,1,0,15:00,02/12/2024
دوري القسم الثاني-أ,راية الرياضي,السكة الحديد,0,2,15:00,02/12/2024
دوري القسم الثاني-أ,بتروجت,حرس الحدود,1,1,15:00,02/12/2024
دوري القسم الثاني-أ,القناة,لافيينا أف سي,0,1,15:00,02/12/2024
دوري القسم الثاني-أ,غزل المحلة,طنطا‏,3,0,17:30,02/12/2024
دوري القسم الثاني-أ,أسوان,أبو قير للاسمدة,0,0,14:30,02/13/2024
دوري القسم الثاني-أ,بترول أسيوط,مكادي,0,0,15:00,02/13/2024
دوري القسم الثاني-أ,النجوم,جمهورية شبين,1,2,15:00,02/13/2024
دوري القسم الثاني-أ,المصرية للاتصالات,مصر المقاصة,0,1,15:00,02/13/2024
دوري القسم الثاني-أ,النصر للتعدين,دكرنس,0,1,15:00,02/13/2024
دوري القسم الثاني-أ,السكة الحديد,بروكسي,2,0,15:00,02/17/2024
دوري القسم الثاني-أ,وادي دجلة,غزل المحلة,0,0,15:00,02/17/2024
دوري القسم الثاني-أ,حرس الحدود,راية الرياضي,1,1,15:00,02/17/2024
دوري القسم الثاني-أ,لافيينا أف سي,بتروجت,1,1,15:00,02/17/2024
دوري القسم الثاني-أ,طنطا‏,القناة,1,0,15:00,02/17/2024
دوري القسم الثاني-أ,جمهورية شبين,بترول أسيوط,0,0,15:00,02/20/2024
دوري القسم الثاني-أ,مكادي,النصر للتعدين,2,2,15:00,02/20/2024
دوري القسم الثاني-أ,أبو قير للاسمدة,النجوم,1,0,15:00,02/20/2024
دوري القسم الثاني-أ,مصر المقاصة,أسوان,1,2,15:00,02/20/2024
دوري القسم الثاني-أ,دكرنس,المصرية للاتصالات,0,0,15:00,02/20/2024
دوري القسم الثاني-أ,بروكسي,حرس الحدود,0,1,15:00,02/24/2024
دوري القسم الثاني-أ,وادي دجلة,السكة الحديد,3,1,15:00,02/24/2024
دوري القسم الثاني-أ,راية الرياضي,لافيينا أف سي,2,1,15:00,02/24/2024
دوري القسم الثاني-أ,بتروجت,طنطا‏,2,1,15:00,02/24/2024
دوري القسم الثاني-أ,غزل المحلة,القناة,2,0,17:30,02/24/2024
دوري القسم الثاني-أ,بترول أسيوط,أبو قير للاسمدة,1,1,15:00,02/27/2024
دوري القسم الثاني-أ,مكادي,جمهورية شبين,2,1,15:00,02/27/2024
دوري القسم الثاني-أ,النجوم,مصر المقاصة,3,2,15:00,02/27/2024
دوري القسم الثاني-أ,أسوان,دكرنس,1,0,15:00,02/27/2024
دوري القسم الثاني-أ,النصر للتعدين,المصرية للاتصالات,0,1,15:00,02/27/2024
دوري القسم الثاني-أ,لافيينا أف سي,بروكسي,2,0,15:30,03/01/2024
دوري القسم الثاني-أ,السكة الحديد,غزل المحلة,1,1,15:30,03/01/2024
دوري القسم الثاني-أ,طنطا‏,راية الرياضي,3,0,15:30,03/01/2024
دوري القسم الثاني-أ,القناة,بتروجت,0,1,15:30,03/01/2024
دوري القسم الثاني-أ,حرس الحدود,وادي دجلة,1,1,19:00,03/01/2024
دوري القسم الثاني-أ,مصر المقاصة,بترول أسيوط,1,2,15:30,03/05/2024
دوري القسم الثاني-أ,أبو قير للاسمدة,مكادي,2,1,15:30,03/05/2024
دوري القسم الثاني-أ,جمهورية شبين,النصر للتعدين,2,1,15:30,03/05/2024
دوري القسم الثاني-أ,دكرنس,النجوم,4,0,15:30,03/05/2024
دوري القسم الثاني-أ,المصرية للاتصالات,أسوان,1,0,15:30,03/05/2024
دوري القسم الثاني-أ,بروكسي,طنطا‏,1,0,15:30,03/06/2024
دوري القسم الثاني-أ,وادي دجلة,لافيينا أف سي,1,2,15:30,03/06/2024
دوري القسم الثاني-أ,السكة الحديد,حرس الحدود,0,0,15:30,03/06/2024
دوري القسم الثاني-أ,راية الرياضي,القناة,1,0,15:30,03/06/2024
دوري القسم الثاني-أ,غزل المحلة,بتروجت,2,2,18:00,03/06/2024
الدوري الأفريقي لكرة السلة,بترو دي لواندا,نادي الفتح الرياضي,73,82,16:00,03/09/2024
دوري القسم الثاني-أ,بترول أسيوط,دكرنس,1,1,15:30,03/10/2024
دوري القسم الثاني-أ,مكادي,مصر المقاصة,4,1,15:30,03/10/2024
دوري القسم الثاني-أ,جمهورية شبين,أبو قير للاسمدة,0,1,15:30,03/10/2024
دوري القسم الثاني-أ,النجوم,المصرية للاتصالات,1,1,15:30,03/10/2024
دوري القسم الثاني-أ,النصر للتعدين,أسوان,1,3,15:30,03/10/2024
الدوري الأفريقي لكرة السلة,بترو دي لواندا,كيب تاون تايجرز,100,88,19:00,03/10/2024
الدوري الأفريقي لكرة السلة,كيب تاون تايجرز,نادي الفتح الرياضي,58,84,19:00,03/12/2024
الدوري الأفريقي لكرة السلة,نادي الفتح الرياضي,بترو دي لواندا,86,89,19:00,03/14/2024
الدوري الأفريقي لكرة السلة,كيب تاون تايجرز,بترو دي لواندا,84,78,16:00,03/16/2024
الدوري الأفريقي لكرة السلة,نادي الفتح الرياضي,كيب تاون تايجرز,84,75,19:00,03/17/2024
مباريات ودية - منتخبات,مصر,الإمارات - أولمبي,1,0,22:00,03/20/2024
مباريات ودية - منتخبات,مصر - شباب,الجزائر - شباب,1,2,23:00,03/20/2024
مباريات ودية - منتخبات,البرتغال,السويد,5,2,21:45,03/21/2024
مباريات ودية - منتخبات,فنزويلا,إيطاليا,1,2,23:00,03/21/2024
مباريات ودية - منتخبات,النرويج,التشيك,1,2,19:00,03/22/2024
مباريات ودية - منتخبات,السنغال,الجابون,3,0,21:30,03/22/2024
مباريات ودية - منتخبات,هولندا,إسكتلندا,4,0,21:45,03/22/2024
مباريات ودية - منتخبات,إسبانيا,كولومبيا,0,1,22:30,03/22/2024
مباريات ودية - منتخبات,الجزائر,بوليفيا,3,2,23:00,03/22/2024
مباريات ودية - منتخبات,المغرب,أنجـــــولا,1,0,23:59,03/22/2024
مباريات ودية - منتخبات,أيرلندا,بلجيكا,0,0,19:00,03/23/2024
مباريات ودية - منتخبات,إنجلترا,البرازيل,0,1,21:00,03/23/2024
مباريات ودية - منتخبات,الدنمارك,سويسرا,0,0,21:00,03/23/2024
مباريات ودية - منتخبات,فرنسا,ألمانيا,0,2,22:00,03/23/2024
مباريات ودية - منتخبات,مصر,أستراليا - أولمبي,1,1,22:00,03/23/2024
مباريات ودية - منتخبات,مصر - شباب,موريتانيا - شباب,2,1,23:00,03/23/2024
مباريات ودية - منتخبات,إكوادور,إيطاليا,0,2,22:00,03/24/2024
مباريات ودية -أندية,أهلي بنغازي,الإسماعيلي,2,0,23:00,03/24/2024
مباريات ودية - منتخبات,السويد,ألبانيا,1,0,20:00,03/25/2024
مباريات ودية - منتخبات,مصر - شباب,تونس - الشباب,1,1,23:00,03/25/2024
مباريات ودية - منتخبات,مصر,السعودية الأولمبي,2,2,19:00,03/26/2024
مباريات ودية - منتخبات,أوروجواي,كوت ديفوار,1,2,21:30,03/26/2024
مباريات ودية - منتخبات,إنجلترا,بلجيكا,2,2,21:45,03/26/2024
مباريات ودية - منتخبات,ألمانيا,هولندا,2,1,21:45,03/26/2024
مباريات ودية - منتخبات,أيرلندا,سويسرا,0,1,21:45,03/26/2024
مباريات ودية - منتخبات,سلوفينيا,البرتغال,2,0,21:45,03/26/2024
مباريات ودية - منتخبات,فرنسا,تشيلي,3,2,22:00,03/26/2024
مباريات ودية - منتخبات,إسبانيا,البرازيل,3,3,22:30,03/26/2024
مباريات ودية - منتخبات,الجزائر,جنوب أفريقيا,3,3,23:00,03/26/2024
مباريات ودية - منتخبات,المغرب,موريتانيا,0,0,23:59,03/26/2024
كأس السوبر الأفريقي لكرة اليد,الزمالك,كينشاسا,41,29,14:30,04/15/2024
كأس السوبر الأفريقي لكرة اليد,الأهلي,بي إم سي,38,21,19:30,04/15/2024
دوري القسم الثاني-أ,القناة,بروكسي,2,0,15:30,04/16/2024
دوري القسم الثاني-أ,طنطا‏,وادي دجلة,1,1,15:30,04/16/2024
دوري القسم الثاني-أ,لافيينا أف سي,السكة الحديد,2,2,15:30,04/16/2024
دوري القسم الثاني-أ,حرس الحدود,غزل المحلة,1,1,15:30,04/16/2024
دوري القسم الثاني-أ,بتروجت,راية الرياضي,3,0,15:30,04/16/2024
كأس السوبر الأفريقي لكرة اليد,الأهلي,الزمالك,23,21,19:30,04/16/2024
دوري القسم الثاني-أ,المصرية للاتصالات,بترول أسيوط,0,0,15:30,04/17/2024
دوري القسم الثاني-أ,دكرنس,مكادي,3,1,15:30,04/17/2024
دوري القسم الثاني-أ,مصر المقاصة,جمهورية شبين,1,3,15:30,04/17/2024
دوري القسم الثاني-أ,أبو قير للاسمدة,النصر للتعدين,3,1,15:30,04/17/2024
دوري القسم الثاني-أ,أسوان,النجوم,3,0,15:30,04/17/2024
الدوري الأفريقي لكرة السلة,الأهلي بنغازي,نادي بانجي,93,71,16:00,04/19/2024
الدوري الأفريقي لكرة السلة,الأهلي,سيتي أويلرز,99,76,19:00,04/19/2024
الدوري الأفريقي لكرة السلة,نادي بانجي,سيتي أويلرز,101,88,16:00,04/20/2024
الدوري الأفريقي لكرة السلة,الأهلي,الأهلي بنغازي,98,86,19:00,04/20/2024
دوري القسم الثاني-أ,بروكسي,بتروجت,1,1,15:30,04/21/2024
دوري القسم الثاني-أ,وادي دجلة,القناة,1,1,15:30,04/21/2024
دوري القسم الثاني-أ,السكة الحديد,طنطا‏,0,1,15:30,04/21/2024
دوري القسم الثاني-أ,حرس الحدود,لافيينا أف سي,0,0,15:30,04/21/2024
دوري القسم الثاني-أ,غزل المحلة,راية الرياضي,0,0,15:30,04/21/2024
الدوري الأفريقي لكرة السلة,سيتي أويلرز,الأهلي بنغازي,68,79,17:00,04/22/2024
الدوري الأفريقي لكرة السلة,نادي بانجي,الأهلي,79,85,20:00,04/22/2024
دوري القسم الثاني-أ,بترول أسيوط,أسوان,2,0,15:30,04/23/2024
دوري القسم الثاني-أ,مكادي,المصرية للاتصالات,2,3,15:30,04/23/2024
دوري القسم الثاني-أ,جمهورية شبين,دكرنس,1,1,15:30,04/23/2024
دوري القسم الثاني-أ,أبو قير للاسمدة,مصر المقاصة,3,1,15:30,04/23/2024
دوري القسم الثاني-أ,النصر للتعدين,النجوم,2,2,15:30,04/23/2024
الدوري الأفريقي لكرة السلة,نادي بانجي,الأهلي بنغازي,96,93,17:00,04/24/2024
الدوري الأفريقي لكرة السلة,سيتي أويلرز,الأهلي,82,81,20:00,04/24/2024
الدوري الأفريقي لكرة السلة,سيتي أويلرز,نادي بانجي,76,91,17:00,04/26/2024
الدوري الأفريقي لكرة السلة,الأهلي بنغازي,الأهلي,76,87,20:00,04/26/2024
الدوري الأفريقي لكرة السلة,الأهلي بنغازي,سيتي أويلرز,110,78,17:00,04/27/2024
الدوري الأفريقي لكرة السلة,الأهلي,نادي بانجي,94,71,20:00,04/27/2024
دوري القسم الثاني-أ,راية الرياضي,بروكسي,1,1,16:30,04/29/2024
دوري القسم الثاني-أ,بتروجت,وادي دجلة,3,1,16:30,04/29/2024
دوري القسم الثاني-أ,القناة,السكة الحديد,3,0,16:30,04/29/2024
دوري القسم الثاني-أ,طنطا‏,حرس الحدود,0,1,16:30,04/29/2024
دوري القسم الثاني-أ,غزل المحلة,لافيينا أف سي,2,1,16:30,04/29/2024
دوري القسم الثاني-أ,النجوم,بترول أسيوط,1,1,16:30,04/30/2024
دوري القسم الثاني-أ,أسوان,مكادي,1,2,16:30,04/30/2024
دوري القسم الثاني-أ,المصرية للاتصالات,جمهورية شبين,3,0,16:30,04/30/2024
دوري القسم الثاني-أ,دكرنس,أبو قير للاسمدة,0,2,16:30,04/30/2024
دوري القسم الثاني-أ,النصر للتعدين,مصر المقاصة,3,1,16:30,04/30/2024
الدوري الأفريقي لكرة السلة,الإتحاد الرياضي المنستيري,ريج الرواندي,84,89,17:30,05/04/2024
الدوري الأفريقي لكرة السلة,إيه إس دوانّ,ريفرز هوبرز,68,77,20:30,05/04/2024
الدوري الأفريقي لكرة السلة,ريج الرواندي,ريفرز هوبرز,82,86,17:30,05/05/2024
الدوري الأفريقي لكرة السلة,إيه إس دوانّ,الإتحاد الرياضي المنستيري,76,59,20:30,05/05/2024
دوري القسم الثاني-أ,السكة الحديد,بتروجت,1,2,16:30,05/07/2024
الدوري الأفريقي لكرة السلة,الإتحاد الرياضي المنستيري,ريفرز هوبرز,63,84,19:00,05/07/2024
الدوري الأفريقي لكرة السلة,ريج الرواندي,إيه إس دوانّ,66,61,22:00,05/07/2024
دوري القسم الثاني-أ,بترول أسيوط,النصر للتعدين,2,2,16:30,05/08/2024
دوري القسم الثاني-أ,مكادي,النجوم,0,0,16:30,05/08/2024
دوري القسم الثاني-أ,أبو قير للاسمدة,المصرية للاتصالات,2,1,16:30,05/08/2024
دوري القسم الثاني-أ,بروكسي,غزل المحلة,1,3,16:30,05/08/2024
دوري القسم الثاني-أ,وادي دجلة,راية الرياضي,1,1,16:30,05/08/2024
دوري القسم الثاني-أ,حرس الحدود,القناة,0,0,16:30,05/08/2024
دوري القسم الثاني-أ,لافيينا أف سي,طنطا‏,2,0,16:30,05/08/2024
دوري القسم الثاني-أ,جمهورية شبين,أسوان,1,2,16:30,05/09/2024
دوري القسم الثاني-أ,مصر المقاصة,دكرنس,1,2,16:30,05/09/2024
الدوري الأفريقي لكرة السلة,ريج الرواندي,الإتحاد الرياضي المنستيري,70,83,19:00,05/09/2024
الدوري الأفريقي لكرة السلة,ريفرز هوبرز,إيه إس دوانّ,54,56,22:00,05/09/2024
الدوري الأفريقي لكرة السلة,ريفرز هوبرز,ريج الرواندي,78,71,17:30,05/11/2024
الدوري الأفريقي لكرة السلة,الإتحاد الرياضي المنستيري,إيه إس دوانّ,75,69,20:30,05/11/2024
الدوري الأفريقي لكرة السلة,ريفرز هوبرز,الإتحاد الرياضي المنستيري,62,73,17:30,05/12/2024
الدوري الأفريقي لكرة السلة,إيه إس دوانّ,ريج الرواندي,79,54,20:30,05/12/2024
كرة اليد,الأهلي,الزمالك,26,25,21:00,05/17/2024
كرة اليد,الأهلي,الزمالك,25,29,21:00,05/21/2024
الدورة المؤهلة للدوري الممتاز,الترسانة,حرس الحدود,2,3,17:00,05/22/2024
الدورة المؤهلة للدوري الممتاز,سبورتنج,منتخب السويس,1,0,17:00,05/22/2024
الدوري الأفريقي لكرة السلة,الأهلي بنغازي,كيب تاون تايجرز,87,76,18:00,05/24/2024
الدوري الأفريقي لكرة السلة,الأهلي,نادي الفتح الرياضي,78,89,21:00,05/24/2024
كرة اليد,الأهلي,الزمالك,27,21,18:00,05/24/2024
الدوري الأفريقي لكرة السلة,بترو دي لواندا,الإتحاد الرياضي المنستيري,67,70,15:30,05/25/2024
الدوري الأفريقي لكرة السلة,ريفرز هوبرز,إيه إس دوانّ,57,63,18:30,05/25/2024
الدوري الأفريقي لكرة السلة,الأهلي,الأهلي بنغازي,77,86,15:30,05/26/2024
الدوري الأفريقي لكرة السلة,نادي الفتح الرياضي,كيب تاون تايجرز,88,91,18:30,05/26/2024
الدوري الأفريقي لكرة السلة,ريفرز هوبرز,الإتحاد الرياضي المنستيري,92,88,18:00,05/27/2024
الدوري الأفريقي لكرة السلة,إيه إس دوانّ,بترو دي لواندا,65,66,21:00,05/27/2024
الدوري الأفريقي لكرة السلة,ريفرز هوبرز,الأهلي بنغازي,83,89,18:00,05/29/2024
الدوري الأفريقي لكرة السلة,بترو دي لواندا,كيب تاون تايجرز,96,86,21:00,05/29/2024
الدوري الأفريقي لكرة السلة,ريفرز هوبرز,كيب تاون تايجرز,80,57,21:00,05/31/2024
الدوري الأفريقي لكرة السلة,بترو دي لواندا,الأهلي بنغازي,107,94,17:00,06/01/2024
الدورة المؤهلة للدوري الممتاز,حرس الحدود,سبورتنج,0,0,17:00,06/02/2024
الدورة المؤهلة للدوري الممتاز,منتخب السويس,الترسانة,0,0,17:00,06/02/2024
مباريات ودية - منتخبات,ألمانيا,أوكرانيا,0,0,21:45,06/03/2024
مباريات ودية - منتخبات,إنجلترا,البوسنة والهرسك,3,0,21:45,06/03/2024
مباريات ودية - منتخبات,البرتغال,فنلندا,4,2,21:45,06/04/2024
مباريات ودية - منتخبات,إيطاليا,تركيا,0,0,22:00,06/04/2024
تصفيات كأس العالم-أفريقيا,سيراليون,جيبوتي,2,1,19:00,06/05/2024
تصفيات كأس العالم-أفريقيا,ناميبيا,ليبيريا,1,1,19:00,06/05/2024
تصفيات كأس العالم-أفريقيا,أفريقيا الوسطى,تشاد,1,0,19:00,06/05/2024
تصفيات كأس العالم-أفريقيا,توجـــو,جنوب السودان,1,1,19:00,06/05/2024
تصفيات كأس العالم-أفريقيا,تونس,غينيا الاستوائية,1,0,22:00,06/05/2024
مباريات ودية - منتخبات,الدنمارك,السويد,2,1,20:00,06/05/2024
مباريات ودية - منتخبات,النرويج,كوسوفو,3,0,20:00,06/05/2024
مباريات ودية - منتخبات,بلجيكا,الجبل الأسود,2,0,21:30,06/05/2024
مباريات ودية - منتخبات,فرنسا,لوكسمبرج,3,0,22:00,06/05/2024
مباريات ودية - منتخبات,إسبانيا,اندورا,5,0,22:30,06/05/2024
تصفيات كأس العالم-أفريقيا,مالاوي,ساو تومي وبرينسيبي,3,1,16:00,06/06/2024
تصفيات كأس العالم-أفريقيا,غينيا بيساو,إثيوبيا,0,0,19:00,06/06/2024
تصفيات كأس العالم-أفريقيا,موريتانيا,السودان,0,2,19:00,06/06/2024
تصفيات كأس العالم-أفريقيا,ليبيا,موريشيوس,2,1,19:00,06/06/2024
تصفيات كأس العالم-أفريقيا,الكونغو برازافيل,النيجر,0,3,19:00,06/06/2024
تصفيات كأس العالم-أفريقيا,السنغال,الكونغو الديمقراطية,1,1,22:00,06/06/2024
تصفيات كأس العالم-أفريقيا,بنين,رواندا,1,0,22:00,06/06/2024
تصفيات كأس العالم-أفريقيا,مالي,غانـــا,1,2,22:00,06/06/2024
تصفيات كأس العالم-أفريقيا,الجزائر,غينيا,1,2,22:00,06/06/2024
تصفيات كأس العالم-أفريقيا,مصر,بوركينا فاسو,2,1,22:00,06/06/2024
مباريات ودية - منتخبات,هولندا,كندا,4,0,21:45,06/06/2024
الدورة المؤهلة للدوري الممتاز,الترسانة,سبورتنج,3,0,17:00,06/07/2024
الدورة المؤهلة للدوري الممتاز,حرس الحدود,منتخب السويس,1,0,17:00,06/07/2024
تصفيات كأس العالم-أفريقيا,موزمبيق,الصومال,2,1,16:00,06/07/2024
تصفيات كأس العالم-أفريقيا,كينيا,بوروندي,1,1,16:00,06/07/2024
تصفيات كأس العالم-أفريقيا,زيمبابوي,ليسوتو,0,2,16:00,06/07/2024
تصفيات كأس العالم-أفريقيا,أوغندا,بوتسوانا,1,0,19:00,06/07/2024
تصفيات كأس العالم-أفريقيا,مدغشقر,جزر القمر,2,1,19:00,06/07/2024
تصفيات كأس العالم-أفريقيا,أنجـــــولا,إيسواتيني,1,0,19:00,06/07/2024
تصفيات كأس العالم-أفريقيا,نيجيريا,جنوب أفريقيا,1,1,22:00,06/07/2024
تصفيات كأس العالم-أفريقيا,المغرب,زامبيا,2,1,22:00,06/07/2024
تصفيات كأس العالم-أفريقيا,كوت ديفوار,الجابون,1,0,22:00,06/07/2024
مباريات ودية - منتخبات,مصر,كوت ديفوار - أوليمبي,1,0,21:00,06/07/2024
مباريات ودية - منتخبات,إنجلترا,أيسلندا,0,1,21:45,06/07/2024
مباريات ودية - منتخبات,ألمانيا,اليونان,2,1,21:45,06/07/2024
كرة السلة,الاتحاد السكندري,الأهلي,71,69,20:00,06/07/2024
تصفيات كأس العالم-أفريقيا,الكاميرون,كاب فيردي,4,1,16:00,06/08/2024
تصفيات كأس العالم-أفريقيا,جامبيا,سيشيل,5,1,19:00,06/08/2024
مباريات ودية - منتخبات,البرتغال,كرواتيا,1,2,19:45,06/08/2024
مباريات ودية - منتخبات,الدنمارك,النرويج,3,1,20:30,06/08/2024
مباريات ودية - منتخبات,بلجيكا,لوكسمبرج,3,0,21:00,06/08/2024
مباريات ودية - منتخبات,إسبانيا,إيرلندا الشمالية,5,1,22:30,06/08/2024
مباريات ودية -أندية,الأهلي,النجوم,1,0,18:00,06/08/2024
تصفيات كأس العالم-أفريقيا,ساو تومي وبرينسيبي,ليبيريا,0,1,16:00,06/09/2024
