Champoin Type,Team A,Team B,Team A Score,Team B Score,Match Time,day
تصفيات كأس العالم-أفريقيا,غينيا الاستوائية,ساو تومي وبرينسيبي,2,0,15:00,03/21/2025
تصفيات كأس العالم-أفريقيا,بوركينا فاسو,جيبوتي,4,1,18:00,03/21/2025
تصفيات كأس العالم-أفريقيا,رواندا,نيجيريا,0,2,18:00,03/21/2025
تصفيات كأس العالم-أفريقيا,جنوب أفريقيا,ليسوتو,0,3,18:00,03/21/2025
تصفيات كأس العالم-أفريقيا,الكونغو الديمقراطية,جنوب السودان,1,0,18:00,03/21/2025
تصفيات كأس العالم-أفريقيا,بوروندي,كوت ديفوار,0,1,21:00,03/21/2025
تصفيات كأس العالم-أفريقيا,غانـــا,تشاد,5,0,21:00,03/21/2025
تصفيات كأس العالم-أفريقيا,إثيوبيا,مصر,0,2,23:00,03/21/2025
تصفيات كأس العالم-أفريقيا,غينيا,الصومال,0,0,23:00,03/21/2025
تصفيات كأس العالم-أفريقيا,النيجر,المغرب,1,2,23:30,03/21/2025
تصفيات كأس العالم-أوروبا,قبرص,سان مارينو,2,0,19:00,03/21/2025
تصفيات كأس العالم-أوروبا,رومانيا,البوسنة والهرسك,0,1,21:45,03/21/2025
تصفيات كأس العالم-أوروبا,إنجلترا,ألبانيا,2,0,21:45,03/21/2025
تصفيات كأس العالم-أوروبا,اندورا,لاتفيا,0,1,21:45,03/21/2025
تصفيات كأس العالم-أوروبا,مالطة,فنلندا,0,1,21:45,03/21/2025
تصفيات كأس العالم-أوروبا,بولندا,ليتوانيا,1,0,21:45,03/21/2025
تصفيات كأس العالم - أمريكا الجنوبية,باراجواي,تشيلي,1,0,01:00,03/21/2025
تصفيات كأس العالم - أمريكا الجنوبية,البرازيل,كولومبيا,2,1,02:45,03/21/2025
تصفيات كأس العالم - أمريكا الجنوبية,بيرو,بوليفيا,3,1,03:30,03/21/2025
تصفيات كأس العالم - أمريكا الجنوبية,إكوادور,فنزويلا,2,1,23:00,03/21/2025
تصفيات كأس العالم-أفريقيا,توجـــو,موريتانيا,2,2,18:00,03/22/2025
تصفيات كأس العالم-أفريقيا,السودان,السنغال,0,0,21:00,03/22/2025
تصفيات كأس العالم-أوروبا,ليشتنشتاين,مقدونيا,0,3,16:00,03/22/2025
تصفيات كأس العالم-أوروبا,مولدوفا,النرويج,0,5,19:00,03/22/2025
تصفيات كأس العالم-أوروبا,الجبل الأسود,جبل طارق,3,1,19:00,03/22/2025
تصفيات كأس العالم-أوروبا,ويلز,كازاخستان,3,1,21:45,03/22/2025
تصفيات كأس العالم-أوروبا,التشيك,جزر فاروه,2,1,21:45,03/22/2025
تصفيات كأس العالم-أوروبا,الكيان الصهيوني,إستونيا,2,1,21:45,03/22/2025
تصفيات كأس العالم - أمريكا الجنوبية,أوروجواي,الأرجنتين,0,1,01:30,03/22/2025
تصفيات كأس العالم-أفريقيا,كينيا,الجابون,1,2,15:00,03/23/2025
تصفيات كأس العالم-أفريقيا,إيسواتيني,موريشيوس,3,3,15:00,03/23/2025
تصفيات كأس العالم-أفريقيا,ناميبيا,غينيا الاستوائية,1,1,14:00,03/24/2025
تصفيات كأس العالم-أفريقيا,غينيا بيساو,بوركينا فاسو,1,2,18:00,03/24/2025
تصفيات كأس العالم-أفريقيا,أفريقيا الوسطى,مالي,0,0,18:00,03/24/2025
تصفيات كأس العالم-أفريقيا,ليبيريا,ساو تومي وبرينسيبي,2,1,18:00,03/24/2025
تصفيات كأس العالم-أفريقيا,كوت ديفوار,جامبيا,1,0,21:00,03/24/2025
تصفيات كأس العالم-أفريقيا,مدغشقر,غانـــا,0,3,21:00,03/24/2025
تصفيات كأس العالم-أفريقيا,إثيوبيا,جيبوتي,6,1,23:00,03/24/2025
تصفيات كأس العالم-أفريقيا,تونس,مالاوي,2,0,23:00,03/24/2025
تصفيات كأس العالم-أوروبا,ليتوانيا,فنلندا,2,2,19:00,03/24/2025
تصفيات كأس العالم-أوروبا,إنجلترا,لاتفيا,3,0,21:45,03/24/2025
تصفيات كأس العالم-أوروبا,ألبانيا,اندورا,3,0,21:45,03/24/2025
تصفيات كأس العالم-أوروبا,سان مارينو,رومانيا,1,5,21:45,03/24/2025
تصفيات كأس العالم-أوروبا,بولندا,مالطة,2,0,21:45,03/24/2025
تصفيات كأس العالم-أوروبا,البوسنة والهرسك,قبرص,2,1,21:45,03/24/2025
تصفيات كأس العالم-أفريقيا,الكونغو برازافيل,زامبيا,0,3,15:00,03/25/2025
تصفيات كأس العالم-أفريقيا,بنين,جنوب أفريقيا,0,2,18:00,03/25/2025
تصفيات كأس العالم-أفريقيا,نيجيريا,زيمبابوي,1,1,18:00,03/25/2025
تصفيات كأس العالم-أفريقيا,رواندا,ليسوتو,1,1,18:00,03/25/2025
تصفيات كأس العالم-أفريقيا,أنجـــــولا,كاب فيردي,1,2,18:00,03/25/2025
تصفيات كأس العالم-أفريقيا,أوغندا,غينيا,1,0,18:00,03/25/2025
تصفيات كأس العالم-أفريقيا,مصر,سيراليون,1,0,21:00,03/25/2025
تصفيات كأس العالم-أفريقيا,السودان,جنوب السودان,1,1,21:00,03/25/2025
تصفيات كأس العالم-أفريقيا,بوروندي,سيشيل,5,0,21:00,03/25/2025
تصفيات كأس العالم-أفريقيا,الكاميرون,ليبيا,3,1,21:00,03/25/2025
تصفيات كأس العالم-أفريقيا,بوتسوانا,الصومال,2,0,21:00,03/25/2025
تصفيات كأس العالم-أفريقيا,موريتانيا,الكونغو الديمقراطية,0,2,23:00,03/25/2025
تصفيات كأس العالم-أفريقيا,السنغال,توجـــو,2,0,23:00,03/25/2025
تصفيات كأس العالم-أفريقيا,الجزائر,موزمبيق,5,1,23:00,03/25/2025
تصفيات كأس العالم-أفريقيا,جزر القمر,تشاد,1,0,23:00,03/25/2025
تصفيات كأس العالم-أفريقيا,المغرب,تنزانيا,2,0,23:30,03/25/2025
تصفيات كأس العالم-أوروبا,مولدوفا,إستونيا,2,3,19:00,03/25/2025
تصفيات كأس العالم-أوروبا,ليشتنشتاين,كازاخستان,0,2,21:45,03/25/2025
تصفيات كأس العالم-أوروبا,مقدونيا,ويلز,1,1,21:45,03/25/2025
تصفيات كأس العالم-أوروبا,الكيان الصهيوني,النرويج,2,4,21:45,03/25/2025
تصفيات كأس العالم-أوروبا,جبل طارق,التشيك,0,4,21:45,03/25/2025
تصفيات كأس العالم-أوروبا,الجبل الأسود,جزر فاروه,1,0,21:45,03/25/2025
تصفيات كأس العالم-آسيا,اليــــابان,السعودية,0,0,12:35,03/25/2025
تصفيات كأس العالم-آسيا,الصين,أستراليا,0,2,13:00,03/25/2025
تصفيات كأس العالم-آسيا,كوريا الجنوبية,الأردن,1,1,13:00,03/25/2025
تصفيات كأس العالم-آسيا,اندونيسيا,البـــحرين,1,0,15:45,03/25/2025
تصفيات كأس العالم-آسيا,قيرجيزستان,قطر,3,1,15:45,03/25/2025
تصفيات كأس العالم-آسيا,إيران,أوزبكستان,2,2,18:00,03/25/2025
تصفيات كأس العالم-آسيا,كوريا الشمالية,الإمارات,1,2,20:15,03/25/2025
تصفيات كأس العالم-آسيا,الكويت,عمان,0,1,20:15,03/25/2025
تصفيات كأس العالم-آسيا,فلسطين,العراق,2,1,20:15,03/25/2025
تصفيات كأس العالم - أمريكا الجنوبية,بوليفيا,أوروجواي,0,0,22:00,03/25/2025
تصفيات كأس العالم - أمريكا الجنوبية,الأرجنتين,البرازيل,4,1,02:00,03/26/2025
تصفيات كأس العالم - أمريكا الجنوبية,تشيلي,إكوادور,0,0,02:00,03/26/2025
تصفيات كأس العالم - أمريكا الجنوبية,كولومبيا,باراجواي,2,2,02:00,03/26/2025
تصفيات كأس العالم - أمريكا الجنوبية,فنزويلا,بيرو,1,0,02:00,03/26/2025
الكرة الطائرة,الأهلي,الزمالك,3,1,19:30,04/05/2025
كرة اليد,الأهلي,الزمالك,21,18,18:00,04/18/2025
كرة السلة,الاتحاد السكندري,الأهلي,85,83,21:30,05/08/2025
كرة السلة,الاتحاد السكندري,سبورتنج,65,74,18:00,05/13/2025
كرة السلة,الأهلي,الزمالك,70,72,21:00,05/13/2025
كرة السلة,الاتحاد السكندري,سبورتنج,91,55,18:00,05/15/2025
كرة السلة,الأهلي,الزمالك,69,52,21:00,05/15/2025
كرة السلة,الزمالك,الأهلي,52,78,18:00,05/17/2025
كرة السلة,سبورتنج,الاتحاد السكندري,77,86,21:00,05/17/2025
كرة السلة,الزمالك,الأهلي,67,59,18:00,05/19/2025
كرة السلة,سبورتنج,الاتحاد السكندري,83,96,21:00,05/19/2025
كرة السلة,الأهلي,الزمالك,110,61,18:00,05/20/2025
كرة السلة,الاتحاد السكندري,الأهلي,83,73,18:00,05/25/2025
كرة السلة,الاتحاد السكندري,الأهلي,76,88,18:00,05/27/2025
كرة السلة,الأهلي,الاتحاد السكندري,73,76,18:00,05/29/2025
مباريات ودية -أندية,الوداد البيضاوي,بورتو,0,1,19:00,05/31/2025
كرة السلة,الأهلي,الاتحاد السكندري,75,71,18:00,05/31/2025
كرة السلة,الاتحاد السكندري,الأهلي,59,64,17:00,06/01/2025
مباريات ودية - منتخبات,تونس,بوركينا فاسو,2,0,20:30,06/02/2025
تصفيات كأس العالم-آسيا,أستراليا,اليــــابان,1,0,14:10,06/05/2025
تصفيات كأس العالم-آسيا,اندونيسيا,الصين,1,0,16:45,06/05/2025
تصفيات كأس العالم-آسيا,البـــحرين,السعودية,0,2,19:00,06/05/2025
تصفيات كأس العالم-آسيا,الإمارات,أوزبكستان,0,0,19:00,06/05/2025
تصفيات كأس العالم-آسيا,عمان,الأردن,0,3,19:00,06/05/2025
تصفيات كأس العالم-آسيا,الكويت,فلسطين,0,2,21:15,06/05/2025
تصفيات كأس العالم-آسيا,كوريا الشمالية,قيرجيزستان,2,2,21:15,06/05/2025
تصفيات كأس العالم-آسيا,قطر,إيران,1,0,21:15,06/05/2025
تصفيات كأس العالم-آسيا,العراق,كوريا الجنوبية,0,2,21:15,06/05/2025
مباريات ودية - منتخبات,الجزائر,رواندا,2,0,19:00,06/05/2025
مباريات ودية - منتخبات,الكونغو الديمقراطية,مالي,1,0,21:00,06/05/2025
تصفيات كأس العالم-أوروبا,إستونيا,الكيان الصهيوني,1,3,21:45,06/06/2025
تصفيات كأس العالم-أوروبا,ويلز,ليشتنشتاين,3,0,21:45,06/06/2025
تصفيات كأس العالم-أوروبا,التشيك,الجبل الأسود,2,0,21:45,06/06/2025
تصفيات كأس العالم-أوروبا,مقدونيا,بلجيكا,1,1,21:45,06/06/2025
تصفيات كأس العالم-أوروبا,النرويج,إيطاليا,3,0,21:45,06/06/2025
تصفيات كأس العالم-أوروبا,جبل طارق,كرواتيا,0,7,21:45,06/06/2025
تصفيات كأس العالم - أمريكا الجنوبية,باراجواي,أوروجواي,2,0,02:00,06/06/2025
تصفيات كأس العالم - أمريكا الجنوبية,إكوادور,البرازيل,0,0,02:00,06/06/2025
تصفيات كأس العالم - أمريكا الجنوبية,تشيلي,الأرجنتين,0,1,04:00,06/06/2025
تصفيات كأس العالم - أمريكا الجنوبية,كولومبيا,بيرو,0,0,23:30,06/06/2025
مباريات ودية - منتخبات,كوريا الجنوبية - شباب,كولومبيا - شباب,0,0,18:00,06/06/2025
مباريات ودية - منتخبات,زامبيا,السودان,-,-,20:00,06/06/2025
مباريات ودية - منتخبات,روسيا,نيجيريا,1,1,20:00,06/06/2025
مباريات ودية - منتخبات,جنوب أفريقيا,تنزانيا,0,0,20:30,06/06/2025
مباريات ودية - منتخبات,الولايات المتحدة الأمريكية - شباب,النرويج - شباب,0,1,21:00,06/06/2025
مباريات ودية - منتخبات,المغرب,تونس,2,0,23:00,06/06/2025
تصفيات كأس العالم-أوروبا,البوسنة والهرسك,سان مارينو,1,0,16:00,06/07/2025
تصفيات كأس العالم-أوروبا,اندورا,إنجلترا,0,1,19:00,06/07/2025
تصفيات كأس العالم-أوروبا,مالطة,ليتوانيا,0,0,19:00,06/07/2025
تصفيات كأس العالم-أوروبا,النمسا,رومانيا,2,1,21:45,06/07/2025
تصفيات كأس العالم-أوروبا,ألبانيا,صربيا,0,0,21:45,06/07/2025
تصفيات كأس العالم-أوروبا,فنلندا,هولندا,0,2,21:45,06/07/2025
تصفيات كأس العالم - أمريكا الجنوبية,فنزويلا,بوليفيا,2,0,01:00,06/07/2025
مباريات ودية - منتخبات,السعودية - شباب,البرازيل - شباب,1,1,19:00,06/07/2025
مباريات ودية - منتخبات,كولومبيا - شباب,أيسلندا,-,-,19:00,06/08/2025
مباريات ودية -أندية,بورتو,ريجا,0,2,13:00,06/08/2025
تصفيات كأس العالم-أوروبا,كازاخستان,مقدونيا,0,1,17:00,06/09/2025
تصفيات كأس العالم-أوروبا,جزر فاروه,جبل طارق,2,1,21:45,06/09/2025
تصفيات كأس العالم-أوروبا,إستونيا,النرويج,0,1,21:45,06/09/2025
تصفيات كأس العالم-أوروبا,كرواتيا,التشيك,5,1,21:45,06/09/2025
تصفيات كأس العالم-أوروبا,إيطاليا,مولدوفا,2,0,21:45,06/09/2025
تصفيات كأس العالم-أوروبا,بلجيكا,ويلز,4,3,21:45,06/09/2025
مباريات ودية - منتخبات,النرويج - شباب,السعودية - شباب,0,0,19:00,06/09/2025
مباريات ودية -أندية,الأهلي,باتشوكا,1,1,00:01,06/09/2025
تصفيات كأس العالم-أوروبا,فنلندا,بولندا,-,-,21:45,06/10/2025
تصفيات كأس العالم-أوروبا,رومانيا,قبرص,2,0,21:45,06/10/2025
تصفيات كأس العالم-أوروبا,لاتفيا,ألبانيا,1,1,21:45,06/10/2025
تصفيات كأس العالم-أوروبا,هولندا,مالطة,8,0,21:45,06/10/2025
تصفيات كأس العالم-أوروبا,سان مارينو,النمسا,0,4,21:45,06/10/2025
تصفيات كأس العالم-أوروبا,صربيا,اندورا,3,0,21:45,06/10/2025
تصفيات كأس العالم-آسيا,اليــــابان,اندونيسيا,6,0,13:35,06/10/2025
تصفيات كأس العالم-آسيا,كوريا الجنوبية,الكويت,4,0,14:00,06/10/2025
تصفيات كأس العالم-آسيا,الصين,البـــحرين,1,0,14:00,06/10/2025
تصفيات كأس العالم-آسيا,أوزبكستان,قطر,3,0,16:45,06/10/2025
تصفيات كأس العالم-آسيا,قيرجيزستان,الإمارات,1,1,16:45,06/10/2025
تصفيات كأس العالم-آسيا,إيران,كوريا الشمالية,3,0,19:00,06/10/2025
تصفيات كأس العالم-آسيا,فلسطين,عمان,1,1,21:15,06/10/2025
تصفيات كأس العالم-آسيا,الأردن,العراق,0,1,21:15,06/10/2025
تصفيات كأس العالم-آسيا,السعودية,أستراليا,1,2,21:15,06/10/2025
تصفيات كأس العالم - أمريكا الجنوبية,بوليفيا,تشيلي,2,0,23:00,06/10/2025
مباريات ودية - منتخبات,كوريا الجنوبية - شباب,البرازيل - شباب,0,4,11:00,06/10/2025
مباريات ودية - منتخبات,كولومبيا - شباب,الولايات المتحدة الأمريكية - شباب,0,1,18:00,06/10/2025
مباريات ودية - منتخبات,السويد,الجزائر,4,3,20:00,06/10/2025
مباريات ودية - منتخبات,إنجلترا,السنغال,1,3,21:45,06/10/2025
تصفيات كأس العالم - أمريكا الجنوبية,أوروجواي,فنزويلا,2,0,02:00,06/11/2025
تصفيات كأس العالم - أمريكا الجنوبية,الأرجنتين,كولومبيا,1,1,03:00,06/11/2025
تصفيات كأس العالم - أمريكا الجنوبية,البرازيل,باراجواي,1,0,03:45,06/11/2025
تصفيات كأس العالم - أمريكا الجنوبية,بيرو,إكوادور,0,0,04:30,06/11/2025
مباريات ودية -أندية,مانشستر يونايتد,فيورنتينا,-,-,14:45,07/09/2025
مباريات ودية -أندية,اورانج سبورت,الزمالك,0,1,18:30,07/11/2025
مباريات ودية -أندية,ليفربول,بريستون نورث,3,1,17:00,07/13/2025
مباريات ودية -أندية,نيس,أوباجن,3,0,17:00,07/16/2025
مباريات ودية - منتخبات,مصر - شباب,الكويت الأولمبي,3,2,18:30,07/17/2025
مباريات ودية -أندية,بيراميدز,الرجاء,6,0,17:00,07/17/2025
مباريات ودية -أندية,الزمالك,نادي رع,1,0,18:00,07/18/2025
مباريات ودية -أندية,مانشستر يونايتد,ليدز يونايتد,0,0,16:10,07/19/2025
مباريات ودية -أندية,هانزا روستوك,أستون فيلا,3,1,17:00,07/19/2025
مباريات ودية -أندية,بلاكبيـرن  روفرز,إيفرتون,1,0,17:00,07/19/2025
مباريات ودية -أندية,الزمالك,الشمس,5,4,18:00,07/19/2025
مباريات ودية -أندية,جانجون,نانت,2,1,18:30,07/19/2025
مباريات ودية -أندية,نيس,نانسي,3,3,18:30,07/19/2025
مباريات ودية -أندية,اشبيلية,سندرلاند,1,1,22:00,07/19/2025
مباريات ودية - منتخبات,مصر - شباب,الكويت الأولمبي,0,0,19:00,07/20/2025
مباريات ودية -أندية,المصري,الصفاقســــي,1,1,19:00,07/20/2025
مباريات ودية -أندية,بيراميدز,بانديرماسبور,2,2,18:00,07/21/2025
مباريات ودية -أندية,الأهلي,الملعب التونسي,4,1,20:00,07/21/2025
مباريات ودية -أندية,أرسنال,ميلان,1,0,14:30,07/23/2025
مباريات ودية -أندية,المصري,النجم الساحلى,1,2,20:00,07/23/2025
مباريات ودية -أندية,الزمالك,وادي دجلة,0,1,18:00,07/25/2025
مباريات ودية -أندية,الأهلي,البنزرتي,5,0,19:30,07/25/2025
مباريات ودية -أندية,فينورد,نيس,1,2,12:00,07/26/2025
مباريات ودية -أندية,ليفربول,ميلان,2,4,14:30,07/26/2025
مباريات ودية -أندية,سانت باولي,نيس,2,0,16:00,07/26/2025
مباريات ودية -أندية,نانت,رين,2,3,18:00,07/26/2025
مباريات ودية -أندية,بيراميدز,قاسم باشا,1,0,18:00,07/26/2025
مباريات ودية -أندية,أهلي جدة,سلتيك,1,1,21:30,07/26/2025
مباريات ودية -أندية,مانشستر يونايتد,وست هام يونايتد,2,1,02:00,07/27/2025
مباريات ودية -أندية,فيسيل كوبه,برشلونة,1,3,13:00,07/27/2025
مباريات ودية -أندية,أرسنال,نيوكاسل,3,2,14:30,07/27/2025
مباريات ودية -أندية,المصري,الترجى الرياضي,1,0,19:30,07/27/2025
مباريات ودية -أندية,الجــزيرة,الميريا,0,1,20:00,07/27/2025
مباريات ودية -أندية,بيراميدز,تراكتور,2,1,18:00,07/28/2025
مباريات ودية -أندية,الأهلي,إنبي,2,0,19:00,07/29/2025
مباريات ودية -أندية,العين,اتحاد تواركة المغربي,5,0,20:00,07/29/2025
مباريات ودية -أندية,مارسيليا,فالنسيا,1,1,21:45,07/29/2025
مباريات ودية -أندية,ليفربول,يوكوهاما مارينوس,3,1,13:30,07/30/2025
مباريات ودية -أندية,نجوم دوري كوريا الجنوبية,نيوكاسل,1,0,14:00,07/30/2025
مباريات ودية -أندية,النصر,تولوز,2,1,18:30,07/30/2025
مباريات ودية -أندية,نيس,شيفيلد يونايتد,3,2,19:00,07/30/2025
مباريات ودية -أندية,موناكو,تورينو,3,1,19:00,07/30/2025
مباريات ودية -أندية,بروسيا دورتموند,سيجن,8,1,19:30,07/30/2025
مباريات ودية -أندية,الاتحاد,فولهام,2,4,20:00,07/30/2025
مباريات ودية -أندية,مالاجا,الوكرة,0,0,20:00,07/30/2025
مباريات ودية -أندية,ر.سانتاندير,أتلتيك بلباو,2,1,20:00,07/30/2025
مباريات ودية -أندية,قادش,السد القطري,3,0,20:00,07/30/2025
مباريات ودية -أندية,مانشستر يونايتد,بورنموث,4,1,04:30,07/31/2025
مباريات ودية -أندية,موناكو,تورينو,3,1,11:30,07/31/2025
مباريات ودية -أندية,برث جلوري,ميلان,0,9,13:20,07/31/2025
مباريات ودية -أندية,سول,برشلونة,3,7,14:00,07/31/2025
مباريات ودية -أندية,أرسنال,توتنهام هوتسبر,0,1,14:30,07/31/2025
مباريات ودية -أندية,الزمالك,غزل المحلة,2,1,18:00,07/31/2025
مباريات ودية -أندية,روما,كاين,3,0,19:00,07/31/2025
مباريات ودية -أندية,فياريال,جنوى,1,3,20:00,07/31/2025
مباريات ودية -أندية,ليفانتي,القادسية,0,0,20:00,07/31/2025
مباريات ودية -أندية,أهلي جدة,إلتشي,2,0,11:30,08/01/2025
مباريات ودية -أندية,فيردر بريمن,هوفنهايم,0,3,15:00,08/01/2025
مباريات ودية -أندية,أوجسبورج,كريستال بالاس,1,3,17:00,08/01/2025
مباريات ودية -أندية,كوجالي سبور,الوداد البيضاوي,2,0,17:30,08/01/2025
مباريات ودية -أندية,الزمالك,بروكسي,1,3,18:00,08/01/2025
مباريات ودية -أندية,العين,إلتشي,4,3,11:00,08/02/2025
مباريات ودية -أندية,بايرن ميونيخ,ليون,2,1,16:40,08/02/2025
مباريات ودية -أندية,بروسيا دورتموند,ليل,3,2,18:00,08/02/2025
مباريات ودية -أندية,أنجيه,نانت,1,0,18:00,08/02/2025
مباريات ودية -أندية,بيراميدز,سيراميكا كليوباترا,1,1,18:00,08/02/2025
مباريات ودية -أندية,روما,لانس,2,0,19:00,08/02/2025
مباريات ودية -أندية,ريال سوسيداد,رين,1,1,19:00,08/02/2025
مباريات ودية -أندية,أوساسونا,ر.سانتاندير,0,1,20:00,08/02/2025
مباريات ودية -أندية,كارتاخينا,نادي نيوم,0,0,20:00,08/02/2025
مباريات ودية -أندية,مارسيليا,اشبيلية,1,1,21:00,08/02/2025
مباريات ودية -أندية,جالاتا سراي,لاتسيو,2,2,21:00,08/02/2025
مباريات ودية -أندية,مونشنجلادباخ,فالنسيا,2,0,21:30,08/02/2025
مباريات ودية -أندية,بورتيمونينسي,الاتحاد,2,1,22:00,08/02/2025
مباريات ودية -أندية,توتنهام هوتسبر,نيوكاسل,1,1,14:00,08/03/2025
مباريات ودية -أندية,أياكس امستردام,موناكو,2,2,15:00,08/03/2025
مباريات ودية -أندية,ليستر سيتي,فيورنتينا,2,0,17:00,08/03/2025
مباريات ودية -أندية,الأهلي,مصر - شباب,1,0,18:00,08/03/2025
مباريات ودية -أندية,بيراميدز,أسوان,1,0,18:00,08/03/2025
مباريات ودية -أندية,السد القطري,الاتفـــــاق,0,0,20:00,08/03/2025
مباريات ودية -أندية,نابولي,بريست,1,2,20:00,08/03/2025
مباريات ودية -أندية,الأهلي,بتروجت,2,2,21:00,08/03/2025
مباريات ودية -أندية,بورتو,اتلتيكو مدريد,1,0,21:00,08/03/2025
مباريات ودية -أندية,جيرونا,وولفرهامبتون,2,1,21:00,08/03/2025
مباريات ودية -أندية,مانشستر يونايتد,إيفرتون,2,2,00:00,08/04/2025
مباريات ودية -أندية,دايجـو,برشلونة,0,5,14:00,08/04/2025
مباريات ودية -أندية,ليفربول,أتلتيك بلباو,4,1,19:00,08/04/2025
مباريات ودية -أندية,اشبيلية,القادسية,2,2,22:00,08/04/2025
مباريات ودية -أندية,ليفربول,أتلتيك بلباو,3,2,22:00,08/04/2025
مباريات ودية -أندية,باير ليفركوزن,بيزا كالتشيو,3,0,19:00,08/05/2025
مباريات ودية -أندية,مصر - شباب,بترول أسيوط,0,0,19:00,08/05/2025
مباريات ودية -أندية,إمبولي,ساسولو,0,0,19:30,08/05/2025
مباريات ودية -أندية,نوتينجهام فورست,فيورنتينا,0,0,21:45,08/05/2025
دوري أبطال أوروبا,نادي كايرات,سلوفان براتيسلافا,1,0,18:00,08/06/2025
دوري أبطال أوروبا,ريد بول سالزبورج,كلوب بروج,0,1,20:00,08/06/2025
دوري أبطال أوروبا,لودوجوريتس,فيرينكفاروسي,0,0,20:30,08/06/2025
دوري أبطال أوروبا,ليخ بوزنان,سرفينا زافيزدا,1,3,21:30,08/06/2025
دوري أبطال أوروبا,نيس,بنفيكا,0,2,22:00,08/06/2025
دوري أبطال أوروبا,فينورد,فنربخشة,2,1,22:00,08/06/2025
مباريات ودية -أندية,الهلال,بالينجن,6,1,19:30,08/06/2025
مباريات ودية -أندية,أرسنال,فياريال,2,3,20:00,08/06/2025
مباريات ودية -أندية,أستون فيلا,روما,4,0,21:30,08/06/2025
مباريات ودية -أندية,توتنهام هوتسبر,بايرن ميونيخ,0,4,19:30,08/07/2025
مباريات ودية -أندية,قادش,الاتفـــــاق,1,1,21:00,08/07/2025
مباريات ودية -أندية,النصر,ريو آفي,4,0,22:00,08/07/2025
الدوري المصري,وادي دجلة,بيراميدز,0,0,18:00,08/08/2025
الدوري المصري,المصري,الاتحاد السكندري,3,1,21:00,08/08/2025
الدوري المصري,سيراميكا كليوباترا,الزمالك,0,2,21:00,08/08/2025
