Champoin Type,Team A,Team B,Team A Score,Team B Score,Match Time,day
تصفيات كأس العالم-أفريقيا,الكونغو برازافيل,تنزانيا,1,1,19:00,09/05/2025
تصفيات كأس العالم-أفريقيا,جيبوتي,بوركينا فاسو,0,6,19:00,09/05/2025
تصفيات كأس العالم-أفريقيا,بنين,زيمبابوي,1,0,19:00,09/05/2025
تصفيات كأس العالم-أفريقيا,ليسوتو,جنوب أفريقيا,0,3,19:00,09/05/2025
تصفيات كأس العالم-أفريقيا,مصر,إثيوبيا,2,0,22:00,09/05/2025
تصفيات كأس العالم-أفريقيا,السنغال,السودان,2,0,22:00,09/05/2025
تصفيات كأس العالم-أفريقيا,موريتانيا,توجـــو,2,0,22:00,09/05/2025
تصفيات كأس العالم-أفريقيا,المغرب,النيجر,5,0,22:00,09/05/2025
تصفيات كأس العالم-أفريقيا,كوت ديفوار,بوروندي,1,0,22:00,09/05/2025
تصفيات كأس العالم-أوروبا,مولدوفا,الكيان الصهيوني,0,4,21:45,09/05/2025
تصفيات كأس العالم-أوروبا,جزر فاروه,كرواتيا,0,1,21:45,09/05/2025
تصفيات كأس العالم-أوروبا,إيطاليا,إستونيا,5,0,21:45,09/05/2025
تصفيات كأس العالم-أوروبا,سلوفينيا,السويد,2,2,21:45,09/05/2025
تصفيات كأس العالم-أوروبا,سويسرا,كوسوفو,4,0,21:45,09/05/2025
تصفيات كأس العالم-أوروبا,اليونان,بيلاروسيا,5,1,21:45,09/05/2025
تصفيات كأس العالم-أوروبا,الدنمارك,إسكتلندا,0,0,21:45,09/05/2025
تصفيات كأس العالم-أوروبا,أيسلندا,إذربيجان,5,0,21:45,09/05/2025
تصفيات كأس العالم-أوروبا,أوكرانيا,فرنسا,0,2,21:45,09/05/2025
تصفيات كأس العالم-أوروبا,الجبل الأسود,التشيك,0,2,21:45,09/05/2025
تصفيات كأس العالم - أمريكا الجنوبية,كولومبيا,بوليفيا,3,0,02:30,09/05/2025
تصفيات كأس العالم - أمريكا الجنوبية,باراجواي,إكوادور,0,0,02:30,09/05/2025
تصفيات كأس العالم - أمريكا الجنوبية,أوروجواي,بيرو,3,0,02:30,09/05/2025
تصفيات كأس العالم - أمريكا الجنوبية,الأرجنتين,فنزويلا,3,0,02:30,09/05/2025
تصفيات كأس العالم - أمريكا الجنوبية,البرازيل,تشيلي,3,0,03:30,09/05/2025
دوري القسم الثاني-أ,بروكسي,بلدية المحلة,1,0,16:30,09/05/2025
دوري القسم الثاني-أ,أسوان,ديروط,1,0,16:30,09/05/2025
دوري القسم الثاني-أ,القناة,الترسانة,1,1,16:30,09/05/2025
تصفيات كأس العالم-أفريقيا,نيجيريا,رواندا,1,0,19:00,09/06/2025
تصفيات كأس العالم-أوروبا,لاتفيا,صربيا,0,1,16:00,09/06/2025
تصفيات كأس العالم-أوروبا,إنجلترا,اندورا,2,0,19:00,09/06/2025
تصفيات كأس العالم-أوروبا,أرمينيا,البرتغال,0,5,19:00,09/06/2025
تصفيات كأس العالم-أوروبا,أيرلندا,المجر,2,2,21:45,09/06/2025
تصفيات كأس العالم-أوروبا,سان مارينو,البوسنة والهرسك,0,6,21:45,09/06/2025
تصفيات كأس العالم-أوروبا,النمسا,قبرص,1,0,21:45,09/06/2025
مباريات ودية - منتخبات,مصر (الثاني),تونس (الثاني),1,0,20:00,09/06/2025
الدوري البرتغالي,إستوريل برايا,سانتا كلارا,0,1,22:30,09/06/2025
تصفيات كأس العالم-أفريقيا,أفريقيا الوسطى,جزر القمر,0,2,19:00,09/07/2025
تصفيات كأس العالم-أوروبا,جورجيا,بلغاريا,3,0,16:00,09/07/2025
تصفيات كأس العالم-أوروبا,مقدونيا,ليشتنشتاين,5,0,19:00,09/07/2025
تصفيات كأس العالم-أوروبا,ليتوانيا,هولندا,2,3,19:00,09/07/2025
تصفيات كأس العالم-أوروبا,تركيا,إسبانيا,0,6,21:45,09/07/2025
تصفيات كأس العالم-أوروبا,ألمانيا,إيرلندا الشمالية,3,1,21:45,09/07/2025
تصفيات كأس العالم-أوروبا,لوكسمبرج,سلوفاكيا,0,1,21:45,09/07/2025
تصفيات كأس العالم-أوروبا,بولندا,فنلندا,3,1,21:45,09/07/2025
تصفيات كأس العالم-أوروبا,بلجيكا,كازاخستان,6,0,21:45,09/07/2025
تصفيات كأس العالم-أفريقيا,موزمبيق,بوتسوانا,2,0,16:00,09/08/2025
تصفيات كأس العالم-أفريقيا,غينيا الاستوائية,تونس,0,1,16:00,09/08/2025
تصفيات كأس العالم-أفريقيا,زامبيا,المغرب,0,2,16:00,09/08/2025
تصفيات كأس العالم-أفريقيا,غينيا,الجزائر,0,0,19:00,09/08/2025
تصفيات كأس العالم-أفريقيا,غينيا بيساو,جيبوتي,2,0,19:00,09/08/2025
تصفيات كأس العالم-أفريقيا,مالاوي,ليبيريا,2,2,19:00,09/08/2025
تصفيات كأس العالم-أفريقيا,أوغندا,الصومال,2,0,19:00,09/08/2025
تصفيات كأس العالم-أفريقيا,مدغشقر,تشاد,3,1,19:00,09/08/2025
تصفيات كأس العالم-أفريقيا,غانـــا,مالي,1,0,22:00,09/08/2025
تصفيات كأس العالم-أفريقيا,ليبيا,إيسواتيني,2,0,22:00,09/08/2025
تصفيات كأس العالم-أوروبا,كوسوفو,السويد,2,0,21:45,09/08/2025
تصفيات كأس العالم-أوروبا,اليونان,الدنمارك,0,3,21:45,09/08/2025
تصفيات كأس العالم-أوروبا,بيلاروسيا,إسكتلندا,0,2,21:45,09/08/2025
تصفيات كأس العالم-أوروبا,سويسرا,سلوفينيا,3,0,21:45,09/08/2025
تصفيات كأس العالم-أوروبا,الكيان الصهيوني,إيطاليا,4,5,21:45,09/08/2025
تصفيات كأس العالم-أوروبا,كرواتيا,الجبل الأسود,4,0,21:45,09/08/2025
تصفيات كأس العالم-أوروبا,جبل طارق,جزر فاروه,0,1,21:45,09/08/2025
مباريات ودية - منتخبات,الإمارات,البـــحرين,1,0,19:30,09/08/2025
مباريات ودية - منتخبات,التشيك,السعودية,1,1,20:15,09/08/2025
تصفيات كأس العالم-أفريقيا,تنزانيا,النيجر,0,1,16:00,09/09/2025
تصفيات كأس العالم-أفريقيا,كينيا,سيشيل,5,0,16:00,09/09/2025
تصفيات كأس العالم-أفريقيا,زيمبابوي,رواندا,0,1,16:00,09/09/2025
تصفيات كأس العالم-أفريقيا,سيراليون,إثيوبيا,2,0,16:00,09/09/2025
تصفيات كأس العالم-أفريقيا,ناميبيا,ساو تومي وبرينسيبي,3,0,16:00,09/09/2025
تصفيات كأس العالم-أفريقيا,بوركينا فاسو,مصر,0,0,19:00,09/09/2025
تصفيات كأس العالم-أفريقيا,الكونغو الديمقراطية,السنغال,2,3,19:00,09/09/2025
تصفيات كأس العالم-أفريقيا,جنوب أفريقيا,نيجيريا,1,1,19:00,09/09/2025
تصفيات كأس العالم-أفريقيا,توجـــو,السودان,1,0,19:00,09/09/2025
تصفيات كأس العالم-أفريقيا,كاب فيردي,الكاميرون,1,0,19:00,09/09/2025
تصفيات كأس العالم-أفريقيا,موريتانيا,جنوب السودان,0,0,22:00,09/09/2025
تصفيات كأس العالم-أفريقيا,أنجـــــولا,موريشيوس,3,1,22:00,09/09/2025
تصفيات كأس العالم-أفريقيا,الجابون,كوت ديفوار,0,0,22:00,09/09/2025
تصفيات كأس العالم-أفريقيا,جامبيا,بوروندي,2,0,22:00,09/09/2025
تصفيات كأس العالم-أفريقيا,بنين,ليسوتو,4,0,23:45,09/09/2025
تصفيات كأس العالم-أوروبا,إذربيجان,أوكرانيا,1,1,19:00,09/09/2025
تصفيات كأس العالم-أوروبا,أرمينيا,أيرلندا,2,1,19:00,09/09/2025
تصفيات كأس العالم-أوروبا,المجر,البرتغال,2,3,21:45,09/09/2025
تصفيات كأس العالم-أوروبا,فرنسا,أيسلندا,2,1,21:45,09/09/2025
تصفيات كأس العالم-أوروبا,ألبانيا,لاتفيا,1,0,21:45,09/09/2025
تصفيات كأس العالم-أوروبا,قبرص,رومانيا,2,2,21:45,09/09/2025
تصفيات كأس العالم-أوروبا,صربيا,إنجلترا,0,5,21:45,09/09/2025
تصفيات كأس العالم-أوروبا,البوسنة والهرسك,النمسا,1,2,21:45,09/09/2025
تصفيات كأس العالم-أوروبا,النرويج,مولدوفا,11,1,21:45,09/09/2025
مباريات ودية - منتخبات,مصر (الثاني),تونس (الثاني),3,0,22:00,09/09/2025
تصفيات كأس العالم - أمريكا الجنوبية,إكوادور,الأرجنتين,1,0,02:00,09/10/2025
تصفيات كأس العالم - أمريكا الجنوبية,تشيلي,أوروجواي,0,0,02:30,09/10/2025
تصفيات كأس العالم - أمريكا الجنوبية,بيرو,باراجواي,0,1,02:30,09/10/2025
تصفيات كأس العالم - أمريكا الجنوبية,فنزويلا,كولومبيا,3,6,02:30,09/10/2025
تصفيات كأس العالم - أمريكا الجنوبية,بوليفيا,البرازيل,1,0,02:30,09/10/2025
دوري القسم الثاني-أ,بلدية المحلة,أبو قير للاسمدة,1,3,16:30,09/11/2025
دوري القسم الثاني-أ,طنطا‏,الانتاج الحربي,1,2,16:30,09/11/2025
دوري القسم الثاني-أ,بترول أسيوط,السكة الحديد,1,0,16:30,09/11/2025
دوري القسم الثاني-أ,المنصورة,مسار,2,0,16:30,09/11/2025
دوري القسم الثاني-أ,راية الرياضي,القناة,0,3,18:30,09/11/2025
دوري القسم الثاني-أ,الترسانة,الداخلية,1,0,20:30,09/11/2025
الدوري الإماراتي,اتحاد كلباء,الوحـــدة,0,0,16:40,09/11/2025
الدوري الإماراتي,شباب الأهلي,بني ياس,1,0,19:15,09/11/2025
الدوري الإماراتي,خورفكان,الشــارقة,2,2,19:15,09/11/2025
الدوري التونسي,شبيبة القيروان,مستقبل المرسى,2,1,18:00,09/11/2025
الدوري التونسي,النجم الرياضي بالمتلوي,شبيبة العمران,0,0,18:00,09/11/2025
الدوري التونسي,سليمان الرياضي,الأولمبي الباجي,1,0,18:00,09/11/2025
الدوري المصري,بتروجت,البنك الاهلي,0,3,17:00,09/12/2025
الدوري المصري,زد,الإسماعيلي,1,0,20:00,09/12/2025
الدوري المصري,فاركو,الاتحاد السكندري,0,0,20:00,09/12/2025
الدوري الإسباني,اشبيلية,إلتشي,2,2,22:00,09/12/2025
الدوري الفرنسي,مارسيليا,لوريان,4,0,21:45,09/12/2025
الدوري الألماني,باير ليفركوزن,آ. فرانكفورت,3,1,21:30,09/12/2025
دوري القسم الثاني-أ,ديروط,بروكسي,1,1,16:30,09/12/2025
دوري القسم الثاني-أ,لافيينا أف سي,مالية كفر الزيات,2,0,18:30,09/12/2025
دوري القسم الثاني-أ,المصرية للاتصالات,أسوان,0,0,20:30,09/12/2025
الدوري السعودي,الاتفـــــاق,أهلي جدة,0,0,18:25,09/12/2025
الدوري السعودي,الشباب,الحزم,1,0,18:35,09/12/2025
الدوري السعودي,الاتحاد,الفتح,4,2,21:00,09/12/2025
الدوري البرتغالي,ألفيركا,تونديلا,1,0,22:15,09/12/2025
الدوري البرتغالي,بنفيكا,سانتا كلارا,1,1,22:15,09/12/2025
الدوري الإماراتي,الظفرة,دبا,2,1,16:40,09/12/2025
الدوري الإماراتي,عجمان,البطائح,1,0,19:15,09/12/2025
دوري نجوم قطر,الشحانية,السد القطري,1,0,18:00,09/12/2025
دوري نجوم قطر,الدحيل,ام صلال,4,2,20:00,09/12/2025
دوري نجوم قطر,الغرافة,السيلية,2,0,20:00,09/12/2025
الدوري المغربي,اتحاد طنجة,حسنية اغادير,1,1,18:00,09/12/2025
الدوري المغربي,أولمبيك آسفي,الاتحاد التوركي,1,1,20:00,09/12/2025
الدوري المغربي,أولمبيك الدشيرة,نهضة بركان,0,4,20:00,09/12/2025
الدوري المغربي,الوداد البيضاوي,الكوكب المراكشي,1,0,22:00,09/12/2025
الدوري المصري,حرس الحدود,الجونة,2,1,17:00,09/13/2025
الدوري المصري,غزل المحلة,المقاولون العرب,1,1,17:00,09/13/2025
الدوري المصري,الزمالك,المصري,3,0,20:00,09/13/2025
الدوري المصري,سيراميكا كليوباترا,سموحة,1,0,20:00,09/13/2025
الدوري الإنجليزي,أرسنال,نوتينجهام فورست,3,0,14:30,09/13/2025
الدوري الإنجليزي,إيفرتون,أستون فيلا,0,0,17:00,09/13/2025
الدوري الإنجليزي,فولهام,ليدز يونايتد,1,0,17:00,09/13/2025
الدوري الإنجليزي,نيوكاسل,وولفرهامبتون,1,0,17:00,09/13/2025
الدوري الإنجليزي,بورنموث,برايتون,2,1,17:00,09/13/2025
الدوري الإنجليزي,كريستال بالاس,سندرلاند,0,0,17:00,09/13/2025
الدوري الإنجليزي,وست هام يونايتد,توتنهام هوتسبر,0,3,19:30,09/13/2025
الدوري الإنجليزي,برينتفورد,تشيلسي,2,2,22:00,09/13/2025
الدوري الإسباني,خيتافي,ريال أوفييدو,2,0,15:00,09/13/2025
الدوري الإسباني,ريال سوسيداد,ريال مدريد,1,2,17:15,09/13/2025
الدوري الإسباني,أتلتيك بلباو,ألافيس,0,1,19:30,09/13/2025
الدوري الإسباني,اتلتيكو مدريد,فياريال,2,0,22:00,09/13/2025
الدوري الإيطالي,كالياري,بارما,2,0,16:00,09/13/2025
الدوري الإيطالي,يوفنتوس,إنتر ميلان,4,3,19:00,09/13/2025
الدوري الإيطالي,فيورنتينا,نابولي,1,3,21:45,09/13/2025
الدوري الفرنسي,نيس,نانت,1,0,18:00,09/13/2025
الدوري الفرنسي,اوكسير,موناكو,1,2,22:05,09/13/2025
الدوري الألماني,فرايبورج,شتوتجارت,3,1,16:30,09/13/2025
الدوري الألماني,هايدنهايم,بروسيا دورتموند,0,2,16:30,09/13/2025
الدوري الألماني,ماينز,لايبزيج,0,1,16:30,09/13/2025
الدوري الألماني,فولفسبورج,كولن,3,3,16:30,09/13/2025
الدوري الألماني,يونيون برلين,هوفنهايم,2,4,16:30,09/13/2025
الدوري الألماني,بايرن ميونيخ,هامبورج,5,0,19:30,09/13/2025
الدوري السعودي,الخليج,الفيحاء,3,0,18:25,09/13/2025
الدوري السعودي,الأخدود,التعاون,2,3,18:45,09/13/2025
الدوري السعودي,الهلال,القادسية,2,2,21:00,09/13/2025
الدوري التركي,سامسون سبور,انطاليا سبور,1,2,17:00,09/13/2025
الدوري التركي,فاتح كاراجومروك,قاسم باشا,0,1,17:00,09/13/2025
الدوري التركي,ايوبسبور,جالاتا سراي,0,2,17:00,09/13/2025
الدوري التركي,بشكتاش,إسطنبول باشاكشهير,2,1,20:00,09/13/2025
الدوري التركي,قونيا سبور,ألانيا سبور,1,2,20:00,09/13/2025
الدوري البرتغالي,موريرنسي,ريو آفي,3,1,17:30,09/13/2025
الدوري البرتغالي,إستوريل برايا,اي في اس فوتبول,3,1,17:30,09/13/2025
الدوري البرتغالي,بورتو,ناسيونال ماديرا,1,0,20:00,09/13/2025
الدوري البرتغالي,فاماليكاو,سبورتينج لشبونة,1,2,22:30,09/13/2025
الدوري الإماراتي,الجــزيرة,النصر الإماراتي,0,0,16:40,09/13/2025
الدوري الإماراتي,الوصل,العين,1,1,19:15,09/13/2025
الدوري التونسي,الإتحاد المنستيري,النجم الساحلى,1,1,18:00,09/13/2025
الدوري التونسي,إتحاد بن قردان,البنزرتي,0,1,18:00,09/13/2025
الدوري التونسي,الملعب التونسي,الترجى الرياضي,1,0,18:00,09/13/2025
دوري نجوم قطر,الأهلي القطري,الوكرة,5,3,18:00,09/13/2025
دوري نجوم قطر,الشمال,العربي,3,2,18:00,09/13/2025
دوري نجوم قطر,الريان,نادي قطر,1,1,20:00,09/13/2025
الدوري المغربي,الفتح الرباطي,الرجاء البيضاوي,0,2,20:00,09/13/2025
الدوري المغربي,الجيش الملكي,اتحاد يعقوب المنصور,2,0,22:00,09/13/2025
الدوري المصري,طلائع الجيش,مودرن سبورت,1,0,17:00,09/14/2025
الدوري المصري,إنبي,الأهلي,1,1,20:00,09/14/2025
الدوري المصري,كهرباء الإسماعيلية,وادي دجلة,1,4,20:00,09/14/2025
الدوري الإنجليزي,بيرنلي,ليفربول,0,1,16:00,09/14/2025
الدوري الإنجليزي,مانشستر سيتي,مانشستر يونايتد,3,0,18:30,09/14/2025
الدوري الإسباني,سيلتا فيجو,جيرونا,1,1,15:00,09/14/2025
الدوري الإسباني,ليفانتي,ريال بيتيس,2,2,17:15,09/14/2025
الدوري الإسباني,أوساسونا,رايو فاييكانو,2,0,19:30,09/14/2025
الدوري الإسباني,برشلونة,فالنسيا,6,0,22:00,09/14/2025
الدوري الإيطالي,روما,تورينو,0,1,13:30,09/14/2025
الدوري الإيطالي,أتالانتا,ليتشي,4,1,16:00,09/14/2025
الدوري الإيطالي,بيزا كالتشيو,أودينيزي,0,1,16:00,09/14/2025
الدوري الإيطالي,ساسولو,لاتسيو,1,0,19:00,09/14/2025
الدوري الإيطالي,ميلان,بولونيا,1,0,21:45,09/14/2025
الدوري الفرنسي,ليل,تولوز,2,1,16:00,09/14/2025
الدوري الفرنسي,بريست,نادي باريس,1,2,18:15,09/14/2025
الدوري الفرنسي,ميتز,أنجيه,1,1,18:15,09/14/2025
الدوري الفرنسي,ستراسبورج,لوهافر,1,0,18:15,09/14/2025
الدوري الفرنسي,باريس سان جيرمان,لانس,2,0,18:15,09/14/2025
الدوري الفرنسي,رين,ليون,3,1,21:45,09/14/2025
الدوري الألماني,سانت باولي,أوجسبورج,2,1,16:30,09/14/2025
الدوري الألماني,مونشنجلادباخ,فيردر بريمن,0,4,18:30,09/14/2025
الدوري السعودي,الرياض,النجمة,2,1,18:35,09/14/2025
الدوري السعودي,ضمك,نادي نيوم,1,2,18:50,09/14/2025
الدوري السعودي,النصر,الخلود,2,0,21:00,09/14/2025
الدوري التركي,قيصري سبور,جوزتيبي,1,1,17:00,09/14/2025
الدوري التركي,غازي عنتاب بي.بي.كي,كوجالي سبور,2,0,19:00,09/14/2025
الدوري التركي,فنربخشة,طرابزون سبور,1,0,19:00,09/14/2025
الدوري البرتغالي,إستريلا,فيتوريا جيماريش,0,2,17:30,09/14/2025
الدوري البرتغالي,أروكا,كازا بيا,0,2,20:00,09/14/2025
الدوري البرتغالي,سبورتينج براجا,جل فيسنتي,0,1,22:30,09/14/2025
الدوري التونسي,الافريقي التونسي,الصفاقســــي,1,1,18:00,09/14/2025
الدوري التونسي,مستقبل قابس,الترجي الجرجيسي,0,1,18:00,09/14/2025
الدوري المغربي,الدفاع الجديدي,النادي المكناسي,0,0,20:00,09/14/2025
الدوري المغربي,المغرب الفاسي,نهضة الزمامرة,2,0,22:00,09/14/2025
الدوري الإسباني,اسبانيول,مايوركا,3,2,22:00,09/15/2025
الدوري الإيطالي,هيلاس فيرونا,كريمونيسي,0,0,19:30,09/15/2025
الدوري الإيطالي,كومو,جنوى,1,1,21:45,09/15/2025
دوري أبطال آسيا للنخبة,الشــارقة,الغرافة,4,3,16:45,09/15/2025
دوري أبطال آسيا للنخبة,الوحـــدة,الاتحاد,2,1,19:00,09/15/2025
دوري أبطال آسيا للنخبة,الشرطة,السد القطري,1,1,21:15,09/15/2025
دوري أبطال آسيا للنخبة,أهلي جدة,ناساف كارشي,4,2,21:15,09/15/2025
الدوري التركي,ريزه سبور,جنتشلربيرليجي,1,0,20:00,09/15/2025
الدوري المغربي,اتحاد طنجة,أولمبيك آسفي,1,1,19:00,09/15/2025
دوري أبطال أوروبا,إيندهوفن,سان جيلواز,1,3,19:45,09/16/2025
دوري أبطال أوروبا,أتلتيك بلباو,أرسنال,0,2,19:45,09/16/2025
دوري أبطال أوروبا,بنفيكا,كاراباج اجدام,2,3,22:00,09/16/2025
دوري أبطال أوروبا,يوفنتوس,بروسيا دورتموند,4,4,22:00,09/16/2025
دوري أبطال أوروبا,ريال مدريد,مارسيليا,2,1,22:00,09/16/2025
دوري أبطال أوروبا,توتنهام هوتسبر,فياريال,1,0,22:00,09/16/2025
دوري أبطال آسيا للنخبة,ملبورن سيتي,سانفريس هيروشيما,0,2,10:45,09/16/2025
دوري أبطال آسيا للنخبة,ماتشيدا زيلفيا,سول,1,1,13:00,09/16/2025
دوري أبطال آسيا للنخبة,جانجوون,شانغهاي شينهوا,2,1,13:00,09/16/2025
دوري أبطال آسيا للنخبة,بوريرام,جوهور دارول تاكزيم,2,1,15:15,09/16/2025
دوري أبطال آسيا للنخبة,شباب الأهلي,تراكتور,1,1,19:00,09/16/2025
دوري أبطال آسيا للنخبة,الهلال,الدحيل,2,1,21:15,09/16/2025
كأس كاراباو,شيفيلد وينزداي,جريمسبي تاون,0,1,21:45,09/16/2025
كأس كاراباو,كريستال بالاس,ميلوول,1,1,22:00,09/16/2025
كأس كاراباو,برينتفورد,أستون فيلا,1,1,22:00,09/16/2025
الدوري التونسي,الترجى الرياضي,النجم الرياضي بالمتلوي,2,0,17:30,09/16/2025
الدوري التونسي,الأولمبي الباجي,الملعب التونسي,1,2,17:30,09/16/2025
الدوري التونسي,النجم الساحلى,شبيبة القيروان,2,3,17:30,09/16/2025
الدوري المغربي,الكوكب المراكشي,نهضة بركان,1,2,22:00,09/16/2025
الدوري المصري,المقاولون العرب,فاركو,1,1,17:00,09/17/2025
الدوري المصري,المصري,غزل المحلة,2,1,20:00,09/17/2025
الدوري المصري,الجونة,بتروجت,1,1,20:00,09/17/2025
دوري أبطال أوروبا,أولمبياكوس,نادي بافوس,0,0,19:45,09/17/2025
دوري أبطال أوروبا,سلافيا براج,جليمت,2,2,19:45,09/17/2025
دوري أبطال أوروبا,باريس سان جيرمان,أتالانتا,4,0,22:00,09/17/2025
دوري أبطال أوروبا,بايرن ميونيخ,تشيلسي,3,1,22:00,09/17/2025
دوري أبطال أوروبا,ليفربول,اتلتيكو مدريد,3,2,22:00,09/17/2025
دوري أبطال أوروبا,أياكس امستردام,إنتر ميلان,0,2,22:00,09/17/2025
دوري أبطال آسيا للنخبة,أولسان هيونداي,تشنغدو رونغتشينغ,2,1,13:00,09/17/2025
دوري أبطال آسيا للنخبة,شنغهاي بورت,فيسيل كوبه,0,3,15:15,09/17/2025
كأس كاراباو,سوانزي سيتي,نوتينجهام فورست,3,2,22:00,09/17/2025
الدوري التركي,فاتح كاراجومروك,إسطنبول باشاكشهير,0,2,20:00,09/17/2025
الدوري التركي,فنربخشة,ألانيا سبور,2,2,20:00,09/17/2025
الدوري التركي,سامسون سبور,قاسم باشا,0,0,20:00,09/17/2025
الدوري التونسي,الترجي الجرجيسي,الإتحاد المنستيري,0,1,17:30,09/17/2025
الدوري التونسي,شبيبة العمران,الافريقي التونسي,0,3,17:30,09/17/2025
الدوري التونسي,الصفاقســــي,إتحاد بن قردان,2,1,17:30,09/17/2025
الدوري التونسي,البنزرتي,مستقبل قابس,3,0,17:30,09/17/2025
الدوري المغربي,الرجاء البيضاوي,الجيش الملكي,0,0,22:00,09/17/2025
الدوري المصري,مودرن سبورت,إنبي,2,2,17:00,09/18/2025
الدوري المصري,الإسماعيلي,الزمالك,0,2,17:00,09/18/2025
الدوري المصري,الاتحاد السكندري,كهرباء الإسماعيلية,0,1,20:00,09/18/2025
الدوري المصري,بيراميدز,زد,1,0,20:00,09/18/2025
دوري أبطال أوروبا,كلوب بروج,موناكو,4,1,19:45,09/18/2025
دوري أبطال أوروبا,كوبنهاجن,باير ليفركوزن,2,2,19:45,09/18/2025
دوري أبطال أوروبا,مانشستر سيتي,نابولي,2,0,22:00,09/18/2025
دوري أبطال أوروبا,سبورتينج لشبونة,نادي كايرات,4,1,22:00,09/18/2025
دوري أبطال أوروبا,آ. فرانكفورت,جالاتا سراي,5,1,22:00,09/18/2025
دوري أبطال أوروبا,نيوكاسل,برشلونة,1,2,22:00,09/18/2025
دوري القسم الثاني-أ,مسار,بترول أسيوط,0,0,16:00,09/18/2025
دوري القسم الثاني-أ,بروكسي,المصرية للاتصالات,0,0,16:00,09/18/2025
دوري القسم الثاني-أ,أسوان,لافيينا أف سي,0,0,16:00,09/18/2025
دوري القسم الثاني-أ,مالية كفر الزيات,الترسانة,4,0,16:00,09/18/2025
دوري القسم الثاني-أ,السكة الحديد,طنطا‏,0,0,18:30,09/18/2025
دوري القسم الثاني-أ,الانتاج الحربي,أبو قير للاسمدة,0,2,20:30,09/18/2025
الدوري السعودي,التعاون,الاتفـــــاق,4,1,18:40,09/18/2025
الدوري السعودي,الخلود,ضمك,2,1,18:40,09/18/2025
الدوري السعودي,نادي نيوم,الأخدود,1,0,21:00,09/18/2025
الدوري التونسي,مستقبل المرسى,سليمان الرياضي,1,0,17:30,09/18/2025
الكونفيدرالية الأفريقية,ولايتا ديتشا,الاتحاد الليبي,0,0,15:00,09/19/2025
الدوري المصري,وادي دجلة,طلائع الجيش,1,0,17:00,09/19/2025
الدوري المصري,الأهلي,سيراميكا كليوباترا,1,0,20:00,09/19/2025
الدوري المصري,سموحة,حرس الحدود,1,0,20:00,09/19/2025
الدوري الإسباني,ريال بيتيس,ريال سوسيداد,3,1,22:00,09/19/2025
الدوري الإيطالي,ليتشي,كالياري,1,2,21:45,09/19/2025
الدوري الفرنسي,ليون,أنجيه,1,0,21:45,09/19/2025
الدوري الألماني,شتوتجارت,سانت باولي,2,0,21:30,09/19/2025
دوري القسم الثاني-أ,الداخلية,راية الرياضي,1,0,16:00,09/19/2025
دوري القسم الثاني-أ,القناة,المنصورة,1,1,16:00,09/19/2025
دوري القسم الثاني-أ,ديروط,بلدية المحلة,1,1,16:00,09/19/2025
الدوري السعودي,القادسية,الخليج,2,1,18:15,09/19/2025
الدوري السعودي,الفيحاء,الشباب,0,0,18:35,09/19/2025
الدوري السعودي,أهلي جدة,الهلال,3,3,21:00,09/19/2025
الدوري التركي,جوزتيبي,بشكتاش,3,0,20:00,09/19/2025
الدوري البرتغالي,ريو آفي,بورتو,0,3,22:15,09/19/2025
الدوري الإماراتي,الوحـــدة,الظفرة,5,2,16:30,09/19/2025
الدوري الإماراتي,بني ياس,الجــزيرة,0,4,19:15,09/19/2025
الدوري المغربي,اتحاد يعقوب المنصور,الوداد البيضاوي,1,1,22:00,09/19/2025
الدوري الإنجليزي,ليفربول,إيفرتون,2,1,14:30,09/20/2025
الدوري الإنجليزي,بيرنلي,نوتينجهام فورست,1,1,17:00,09/20/2025
الدوري الإنجليزي,برايتون,توتنهام هوتسبر,2,2,17:00,09/20/2025
الدوري الإنجليزي,وست هام يونايتد,كريستال بالاس,1,2,17:00,09/20/2025
الدوري الإنجليزي,وولفرهامبتون,ليدز يونايتد,1,3,17:00,09/20/2025
الدوري الإنجليزي,مانشستر يونايتد,تشيلسي,2,1,19:30,09/20/2025
الدوري الإنجليزي,فولهام,برينتفورد,3,1,22:00,09/20/2025
الدوري الإسباني,جيرونا,ليفانتي,0,4,15:00,09/20/2025
الدوري الإسباني,ريال مدريد,اسبانيول,2,0,17:15,09/20/2025
الدوري الإسباني,فياريال,أوساسونا,2,1,19:30,09/20/2025
الدوري الإسباني,ألافيس,اشبيلية,1,2,19:30,09/20/2025
الدوري الإسباني,فالنسيا,أتلتيك بلباو,2,0,22:00,09/20/2025
الدوري الإيطالي,بولونيا,جنوى,2,1,16:00,09/20/2025
الدوري الإيطالي,هيلاس فيرونا,يوفنتوس,1,1,19:00,09/20/2025
الدوري الإيطالي,أودينيزي,ميلان,0,3,21:45,09/20/2025
الدوري الفرنسي,نانت,رين,2,2,18:00,09/20/2025
الدوري الفرنسي,بريست,نيس,4,1,20:00,09/20/2025
الدوري الفرنسي,لانس,ليل,3,0,22:05,09/20/2025
الدوري الألماني,فيردر بريمن,فرايبورج,0,3,16:30,09/20/2025
الدوري الألماني,هامبورج,هايدنهايم,2,1,16:30,09/20/2025
الدوري الألماني,هوفنهايم,بايرن ميونيخ,1,4,16:30,09/20/2025
الدوري الألماني,أوجسبورج,ماينز,1,4,16:30,09/20/2025
