Champoin Type,Team A,Team B,Team A Score,Team B Score,Match Time,day
تصفيات كأس العالم-أفريقيا,سيراليون,مصر,0,2,18:00,11/19/2023
تصفيات كأس العالم-أفريقيا,السودان,الكونغو الديمقراطية,1,0,18:00,11/19/2023
دوري القسم الثاني-أ,بروكسي,النصر للتعدين,2,1,14:30,11/20/2023
دوري القسم الثاني-أ,حرس الحدود,مصر المقاصة,6,2,14:30,11/20/2023
دوري القسم الثاني-أ,أسوان,أبو قير للاسمدة,0,0,14:30,11/20/2023
دوري القسم الثاني-أ,غزل المحلة,لافيينا أف سي,2,1,17:00,11/20/2023
تصفيات كأس العالم-أفريقيا,جيبوتي,غينيا بيساو,0,1,15:00,11/20/2023
تصفيات كأس العالم-أفريقيا,جامبيا,كوت ديفوار,0,2,18:00,11/20/2023
تصفيات كأس العالم-أفريقيا,ليبيريا,غينيا الاستوائية,3,0,18:00,11/20/2023
تصفيات كأس العالم-أفريقيا,سيشيل,كينيا,0,5,21:00,11/20/2023
تصفيات كأس العالم-أفريقيا,تشاد,مدغشقر,0,3,21:00,11/20/2023
تصفيات كأس العالم-أفريقيا,مالي,أفريقيا الوسطى,1,1,21:00,11/20/2023
دوري القسم الثاني-أ,المصرية للاتصالات,بترول أسيوط,2,3,14:30,11/21/2023
دوري القسم الثاني-أ,النجوم,وادي دجلة,1,2,14:30,11/21/2023
دوري القسم الثاني-أ,دكرنس,طنطا‏,1,1,14:30,11/21/2023
دوري القسم الثاني-أ,جمهورية شبين,راية الرياضي,1,2,14:30,11/21/2023
دوري القسم الثاني-أ,مكادي,القناة,2,1,17:00,11/21/2023
تصفيات كأس العالم-أفريقيا,ليسوتو,بنين,0,0,15:00,11/21/2023
تصفيات كأس العالم-أفريقيا,رواندا,جنوب أفريقيا,2,0,15:00,11/21/2023
تصفيات كأس العالم-أفريقيا,الصومال,أوغندا,0,1,15:00,11/21/2023
تصفيات كأس العالم-أفريقيا,بوتسوانا,غينيا,1,0,15:00,11/21/2023
تصفيات كأس العالم-أفريقيا,مالاوي,تونس,0,1,15:00,11/21/2023
تصفيات كأس العالم-أفريقيا,إثيوبيا,بوركينا فاسو,0,3,15:00,11/21/2023
تصفيات كأس العالم-أفريقيا,إيسواتيني,كاب فيردي,0,2,16:45,11/21/2023
تصفيات كأس العالم-أفريقيا,موريشيوس,أنجـــــولا,0,0,18:00,11/21/2023
تصفيات كأس العالم-أفريقيا,جنوب السودان,موريتانيا,0,0,18:00,11/21/2023
تصفيات كأس العالم-أفريقيا,توجـــو,السنغال,0,0,18:00,11/21/2023
تصفيات كأس العالم-أفريقيا,ليبيا,الكاميرون,1,1,18:00,11/21/2023
تصفيات كأس العالم-أفريقيا,ساو تومي وبرينسيبي,ناميبيا,0,2,18:00,11/21/2023
تصفيات كأس العالم-أفريقيا,جزر القمر,غانـــا,1,0,18:00,11/21/2023
تصفيات كأس العالم-أفريقيا,تنزانيا,المغرب,0,2,21:00,11/21/2023
تصفيات كأس العالم-أفريقيا,النيجر,زامبيا,2,1,21:00,11/21/2023
مباريات ودية - منتخبات,بولندا,لاتفيا,2,0,21:45,11/21/2023
مباريات ودية - منتخبات,النمسا,ألمانيا,2,0,21:45,11/21/2023
تصفيات كأس العالم - أمريكا الجنوبية,باراجواي,كولومبيا,0,1,01:00,11/22/2023
تصفيات كأس العالم - أمريكا الجنوبية,إكوادور,تشيلي,1,0,01:30,11/22/2023
تصفيات كأس العالم - أمريكا الجنوبية,أوروجواي,بوليفيا,3,0,01:30,11/22/2023
تصفيات كأس العالم - أمريكا الجنوبية,البرازيل,الأرجنتين,0,1,02:30,11/22/2023
تصفيات كأس العالم - أمريكا الجنوبية,بيرو,فنزويلا,1,1,04:00,11/22/2023
دوري القسم الثاني-أ,النصر للتعدين,بتروجت,1,2,14:30,11/27/2023
دوري القسم الثاني-أ,أبو قير للاسمدة,بروكسي,1,1,14:30,11/28/2023
دوري القسم الثاني-أ,لافيينا أف سي,المصرية للاتصالات,1,0,14:30,11/28/2023
دوري القسم الثاني-أ,السكة الحديد,النجوم,4,0,14:30,11/29/2023
دوري القسم الثاني-أ,القناة,أسوان,1,1,14:30,11/29/2023
دوري القسم الثاني-أ,بترول أسيوط,مكادي,1,0,14:30,11/29/2023
دوري القسم الثاني-أ,مصر المقاصة,غزل المحلة,1,2,14:30,11/29/2023
دوري القسم الثاني-أ,طنطا‏,جمهورية شبين,1,0,14:30,11/29/2023
دوري القسم الثاني-أ,راية الرياضي,حرس الحدود,0,0,17:00,11/29/2023
دوري القسم الثاني-أ,وادي دجلة,دكرنس,3,1,14:30,11/30/2023
دوري القسم الثاني-أ,حرس الحدود,طنطا‏,3,1,14:30,12/04/2023
دوري القسم الثاني-أ,النجوم,النصر للتعدين,2,1,14:30,12/04/2023
دوري القسم الثاني-أ,المصرية للاتصالات,مصر المقاصة,2,1,14:30,12/04/2023
دوري القسم الثاني-أ,مكادي,لافيينا أف سي,0,1,14:30,12/04/2023
دوري القسم الثاني-أ,أسوان,بترول أسيوط,0,0,14:30,12/04/2023
دوري القسم الثاني-أ,بتروجت,بروكسي,3,0,14:30,12/04/2023
دوري القسم الثاني-أ,غزل المحلة,راية الرياضي,0,0,17:00,12/04/2023
دوري القسم الثاني-أ,دكرنس,السكة الحديد,0,1,14:30,12/05/2023
دوري القسم الثاني-أ,جمهورية شبين,وادي دجلة,0,0,14:30,12/05/2023
دوري القسم الثاني-أ,القناة,أبو قير للاسمدة,0,0,14:30,12/05/2023
دوري القسم الثاني-أ,النصر للتعدين,دكرنس,0,1,14:30,12/14/2023
دوري القسم الثاني-أ,بترول أسيوط,القناة,0,2,14:30,12/14/2023
دوري القسم الثاني-أ,السكة الحديد,جمهورية شبين,0,0,14:30,12/14/2023
دوري القسم الثاني-أ,راية الرياضي,المصرية للاتصالات,2,1,14:30,12/14/2023
دوري القسم الثاني-أ,بروكسي,النجوم,2,1,14:30,12/14/2023
دوري القسم الثاني-أ,أبو قير للاسمدة,بتروجت,1,3,14:30,12/14/2023
دوري القسم الثاني-أ,لافيينا أف سي,أسوان,2,2,14:30,12/14/2023
دوري القسم الثاني-أ,طنطا‏,غزل المحلة,0,0,14:30,12/15/2023
دوري القسم الثاني-أ,مصر المقاصة,مكادي,2,1,14:30,12/15/2023
دوري القسم الثاني-أ,وادي دجلة,حرس الحدود,1,2,14:30,12/16/2023
دوري القسم الثاني-أ,جمهورية شبين,النصر للتعدين,3,2,14:30,12/18/2023
دوري القسم الثاني-أ,القناة,لافيينا أف سي,2,1,14:30,12/18/2023
دوري القسم الثاني-أ,بترول أسيوط,أبو قير للاسمدة,2,1,14:30,12/18/2023
دوري القسم الثاني-أ,المصرية للاتصالات,طنطا‏,1,0,14:00,12/19/2023
دوري القسم الثاني-أ,النجوم,بتروجت,0,1,14:30,12/19/2023
دوري القسم الثاني-أ,دكرنس,بروكسي,0,0,14:30,12/19/2023
دوري القسم الثاني-أ,حرس الحدود,السكة الحديد,0,0,14:30,12/20/2023
دوري القسم الثاني-أ,مكادي,راية الرياضي,1,2,14:30,12/20/2023
دوري القسم الثاني-أ,أسوان,مصر المقاصة,4,1,14:30,12/20/2023
دوري القسم الثاني-أ,غزل المحلة,وادي دجلة,0,0,17:00,12/20/2023
دوري القسم الثاني-أ,النصر للتعدين,حرس الحدود,1,2,14:30,12/25/2023
دوري القسم الثاني-أ,السكة الحديد,غزل المحلة,1,1,14:30,12/27/2023
دوري القسم الثاني-أ,طنطا‏,مكادي,2,1,14:30,12/27/2023
دوري القسم الثاني-أ,وادي دجلة,المصرية للاتصالات,1,0,14:30,12/27/2023
دوري القسم الثاني-أ,بروكسي,جمهورية شبين,3,0,14:30,12/27/2023
دوري القسم الثاني-أ,بتروجت,دكرنس,3,0,14:30,12/27/2023
دوري القسم الثاني-أ,لافيينا أف سي,بترول أسيوط,1,1,14:30,12/27/2023
دوري القسم الثاني-أ,راية الرياضي,أسوان,0,0,14:30,12/28/2023
دوري القسم الثاني-أ,مصر المقاصة,القناة,0,1,14:30,12/28/2023
دوري القسم الثاني-أ,أبو قير للاسمدة,النجوم,0,2,14:30,12/28/2023
