Champoin Type,Team A,Team B,Team A Score,Team B Score,Match Time,day
دوري أبطال آسيا للنخبة,سباهان اصفهان,الدحيل,0,1,19:15,04/10/2022
دوري أبطال آسيا للنخبة,شباب الأهلي,فولاد خازيستان,1,1,19:15,04/10/2022
دوري أبطال آسيا للنخبة,الغرافة,نادي أهال,2,0,22:15,04/10/2022
دوري أبطال آسيا للنخبة,التعاون,باختاكور,0,1,22:15,04/10/2022
دوري أبطال آسيا للنخبة,القوة الجوية,مومباي سيتي,1,2,19:15,04/11/2022
دوري أبطال آسيا للنخبة,الريان,الهلال,0,3,19:15,04/11/2022
دوري أبطال آسيا للنخبة,ناساف كارشي,الوحدات,2,0,19:15,04/11/2022
دوري أبطال آسيا للنخبة,الشــارقة,استقلول دوشنبه,2,1,22:15,04/11/2022
دوري أبطال آسيا للنخبة,الفيصلي,السد القطري,2,1,22:15,04/11/2022
دوري أبطال آسيا للنخبة,الشباب,الجــزيرة,3,0,22:15,04/11/2022
دوري أبطال آسيا للنخبة,الجــزيرة,مومباي سيتي,1,0,19:15,04/14/2022
دوري أبطال آسيا للنخبة,فولاد خازيستان,نادي أهال,1,0,19:15,04/14/2022
دوري أبطال آسيا للنخبة,الدحيل,باختاكور,3,2,19:15,04/14/2022
دوري أبطال آسيا للنخبة,القوة الجوية,الشباب,1,1,22:15,04/14/2022
دوري أبطال آسيا للنخبة,الغرافة,شباب الأهلي,1,1,22:15,04/14/2022
دوري أبطال آسيا للنخبة,التعاون,سباهان اصفهان,3,0,22:15,04/14/2022
دوري أبطال آسيا للنخبة,كاواساكي فورنتال,أولسان هيونداي,1,1,11:00,04/15/2022
دوري أبطال آسيا للنخبة,شاندونج تايشان,دايجـو,0,7,13:00,04/15/2022
دوري أبطال آسيا للنخبة,باثوم يونايتد,ملبورن سيتي,1,1,13:00,04/15/2022
دوري أبطال آسيا للنخبة,ليون سيتي سيلورز,اوراوا ريد دياموندز,1,4,16:00,04/15/2022
دوري أبطال آسيا للنخبة,يونايتد سيتي,تشونام دراجونز,0,1,16:00,04/15/2022
دوري أبطال آسيا للنخبة,جوهور دارول تاكزيم,ج. إيفرجراند,5,0,16:00,04/15/2022
دوري أبطال آسيا للنخبة,الشــارقة,الريان,1,1,19:15,04/15/2022
دوري أبطال آسيا للنخبة,السد القطري,الوحدات,5,2,19:15,04/15/2022
دوري أبطال آسيا للنخبة,الهلال,استقلول دوشنبه,1,0,22:15,04/15/2022
دوري أبطال آسيا للنخبة,ناساف كارشي,الفيصلي,0,1,22:15,04/15/2022
دوري أبطال آسيا للنخبة,هوانج انه جيا لاي,يوكوهاما مارينوس,1,2,13:00,04/16/2022
دوري أبطال آسيا للنخبة,كيتشي,تشيانجراي يونايتد,1,0,13:00,04/16/2022
دوري أبطال آسيا للنخبة,تشونبك هيونداي,سيدني,0,0,16:00,04/16/2022
دوري أبطال آسيا للنخبة,ج. إيفرجراند,كاواساكي فورنتال,0,8,11:00,04/18/2022
دوري أبطال آسيا للنخبة,دايجـو,ليون سيتي سيلورز,0,3,13:00,04/18/2022
دوري أبطال آسيا للنخبة,تشونام دراجونز,باثوم يونايتد,0,2,13:00,04/18/2022
دوري أبطال آسيا للنخبة,اوراوا ريد دياموندز,شاندونج تايشان,5,0,16:00,04/18/2022
دوري أبطال آسيا للنخبة,ملبورن سيتي,يونايتد سيتي,3,0,16:00,04/18/2022
دوري أبطال آسيا للنخبة,أولسان هيونداي,جوهور دارول تاكزيم,1,2,16:00,04/18/2022
دوري أبطال آسيا للنخبة,مومباي سيتي,الجــزيرة,0,0,19:15,04/18/2022
دوري أبطال آسيا للنخبة,نادي أهال,فولاد خازيستان,0,1,19:15,04/18/2022
دوري أبطال آسيا للنخبة,باختاكور,الدحيل,0,3,19:15,04/18/2022
دوري أبطال آسيا للنخبة,الشباب,القوة الجوية,3,0,22:15,04/18/2022
دوري أبطال آسيا للنخبة,شباب الأهلي,الغرافة,8,2,22:15,04/18/2022
دوري أبطال آسيا للنخبة,سباهان اصفهان,التعاون,1,1,22:15,04/18/2022
كأس ألمانيا,هامبورج,فرايبورج,1,3,20:45,04/19/2022
دوري أبطال آسيا للنخبة,سيدني,هوانج انه جيا لاي,1,1,13:00,04/19/2022
دوري أبطال آسيا للنخبة,فيسيل كوبه,كيتشي,2,1,13:00,04/19/2022
دوري أبطال آسيا للنخبة,يوكوهاما مارينوس,تشونبك هيونداي,0,1,16:00,04/19/2022
دوري أبطال آسيا للنخبة,الريان,الشــارقة,3,1,19:15,04/19/2022
دوري أبطال آسيا للنخبة,الوحدات,السد القطري,3,1,19:15,04/19/2022
دوري أبطال آسيا للنخبة,استقلول دوشنبه,الهلال,0,3,22:15,04/19/2022
دوري أبطال آسيا للنخبة,الفيصلي,ناساف كارشي,0,0,22:15,04/19/2022
كأس ألمانيا,لايبزيج,يونيون برلين,2,1,20:45,04/20/2022
دوري أبطال آسيا للنخبة,أولسان هيونداي,ج. إيفرجراند,3,0,11:00,04/21/2022
دوري أبطال آسيا للنخبة,شاندونج تايشان,ليون سيتي سيلورز,0,0,13:00,04/21/2022
دوري أبطال آسيا للنخبة,باثوم يونايتد,يونايتد سيتي,5,0,13:00,04/21/2022
دوري أبطال آسيا للنخبة,دايجـو,اوراوا ريد دياموندز,1,0,16:00,04/21/2022
دوري أبطال آسيا للنخبة,ملبورن سيتي,تشونام دراجونز,2,1,16:00,04/21/2022
دوري أبطال آسيا للنخبة,كاواساكي فورنتال,جوهور دارول تاكزيم,0,0,16:00,04/21/2022
دوري أبطال آسيا للنخبة,تشونبك هيونداي,هوانج انه جيا لاي,1,0,13:00,04/22/2022
دوري أبطال آسيا للنخبة,سيدني,يوكوهاما مارينوس,0,1,16:00,04/22/2022
دوري أبطال آسيا للنخبة,فيسيل كوبه,تشيانجراي يونايتد,6,0,16:00,04/22/2022
دوري أبطال آسيا للنخبة,القوة الجوية,الجــزيرة,3,2,19:15,04/22/2022
دوري أبطال آسيا للنخبة,شباب الأهلي,نادي أهال,2,1,19:15,04/22/2022
دوري أبطال آسيا للنخبة,سباهان اصفهان,باختاكور,2,1,19:15,04/22/2022
دوري أبطال آسيا للنخبة,الشباب,مومباي سيتي,6,0,22:15,04/22/2022
دوري أبطال آسيا للنخبة,الغرافة,فولاد خازيستان,0,1,22:15,04/22/2022
دوري أبطال آسيا للنخبة,التعاون,الدحيل,3,4,22:15,04/22/2022
دوري أبطال آسيا للنخبة,الريان,استقلول دوشنبه,1,0,19:15,04/23/2022
دوري أبطال آسيا للنخبة,ناساف كارشي,السد القطري,3,1,19:15,04/23/2022
دوري أبطال آسيا للنخبة,الشــارقة,الهلال,2,2,22:15,04/23/2022
دوري أبطال آسيا للنخبة,الفيصلي,الوحدات,1,1,22:15,04/23/2022
دوري أبطال آسيا للنخبة,ج. إيفرجراند,أولسان هيونداي,0,5,11:00,04/24/2022
دوري أبطال آسيا للنخبة,اوراوا ريد دياموندز,دايجـو,0,0,13:00,04/24/2022
دوري أبطال آسيا للنخبة,تشونام دراجونز,ملبورن سيتي,1,1,13:00,04/24/2022
دوري أبطال آسيا للنخبة,ليون سيتي سيلورز,شاندونج تايشان,3,2,16:00,04/24/2022
دوري أبطال آسيا للنخبة,يونايتد سيتي,باثوم يونايتد,1,3,16:00,04/24/2022
دوري أبطال آسيا للنخبة,جوهور دارول تاكزيم,كاواساكي فورنتال,0,5,16:00,04/24/2022
دوري أبطال آسيا للنخبة,يوكوهاما مارينوس,سيدني,3,0,13:00,04/25/2022
دوري أبطال آسيا للنخبة,هوانج انه جيا لاي,تشونبك هيونداي,1,1,16:00,04/25/2022
دوري أبطال آسيا للنخبة,تشيانجراي يونايتد,فيسيل كوبه,0,0,16:00,04/25/2022
دوري أبطال آسيا للنخبة,الدحيل,سباهان اصفهان,5,2,19:15,04/26/2022
دوري أبطال آسيا للنخبة,الجــزيرة,الشباب,0,2,22:15,04/26/2022
دوري أبطال آسيا للنخبة,مومباي سيتي,القوة الجوية,1,0,22:15,04/26/2022
دوري أبطال آسيا للنخبة,فولاد خازيستان,شباب الأهلي,1,1,22:15,04/26/2022
دوري أبطال آسيا للنخبة,نادي أهال,الغرافة,4,2,22:15,04/26/2022
دوري أبطال آسيا للنخبة,باختاكور,التعاون,5,4,22:15,04/26/2022
دوري أبطال آسيا للنخبة,أولسان هيونداي,كاواساكي فورنتال,3,2,11:00,04/27/2022
دوري أبطال آسيا للنخبة,اوراوا ريد دياموندز,ليون سيتي سيلورز,6,0,13:00,04/27/2022
دوري أبطال آسيا للنخبة,ملبورن سيتي,باثوم يونايتد,0,0,13:00,04/27/2022
دوري أبطال آسيا للنخبة,تشونام دراجونز,يونايتد سيتي,2,0,16:00,04/27/2022
دوري أبطال آسيا للنخبة,دايجـو,شاندونج تايشان,4,0,16:00,04/27/2022
دوري أبطال آسيا للنخبة,ج. إيفرجراند,جوهور دارول تاكزيم,0,2,16:00,04/27/2022
دوري أبطال آسيا للنخبة,الوحدات,ناساف كارشي,2,2,19:15,04/27/2022
دوري أبطال آسيا للنخبة,استقلول دوشنبه,الشــارقة,2,0,22:15,04/27/2022
دوري أبطال آسيا للنخبة,السد القطري,الفيصلي,1,0,22:15,04/27/2022
دوري أبطال آسيا للنخبة,الهلال,الريان,0,2,22:15,04/27/2022
دوري أبطال آسيا للنخبة,يوكوهاما مارينوس,هوانج انه جيا لاي,2,0,13:00,04/28/2022
دوري أبطال آسيا للنخبة,سيدني,تشونبك هيونداي,2,3,16:00,04/28/2022
دوري أبطال آسيا للنخبة,تشيانجراي يونايتد,كيتشي,2,3,16:00,04/28/2022
دوري أبطال آسيا للنخبة,جوهور دارول تاكزيم,أولسان هيونداي,2,1,11:00,04/30/2022
دوري أبطال آسيا للنخبة,كاواساكي فورنتال,ج. إيفرجراند,1,0,11:00,04/30/2022
دوري أبطال آسيا للنخبة,شاندونج تايشان,اوراوا ريد دياموندز,0,5,13:00,04/30/2022
دوري أبطال آسيا للنخبة,ليون سيتي سيلورز,دايجـو,1,2,13:00,04/30/2022
دوري أبطال آسيا للنخبة,باثوم يونايتد,تشونام دراجونز,0,0,13:00,04/30/2022
دوري أبطال آسيا للنخبة,يونايتد سيتي,ملبورن سيتي,0,3,16:00,04/30/2022
دوري أبطال آسيا للنخبة,هوانج انه جيا لاي,سيدني,1,0,13:00,05/01/2022
دوري أبطال آسيا للنخبة,كيتشي,فيسيل كوبه,2,2,13:00,05/01/2022
دوري أبطال آسيا للنخبة,تشونبك هيونداي,يوكوهاما مارينوس,1,1,16:00,05/01/2022
كأس ألمانيا,فرايبورج,لايبزيج,1,1,20:00,05/21/2022
دوري الأمم الأوروبية,بولندا,ويلز,2,1,18:00,06/01/2022
دوري الأمم الأوروبية,إستونيا,سان مارينو,2,0,18:00,06/02/2022
دوري الأمم الأوروبية,قبرص,كوسوفو,0,2,18:00,06/02/2022
دوري الأمم الأوروبية,جورجيا,جبل طارق,4,0,18:00,06/02/2022
دوري الأمم الأوروبية,بلغاريا,مقدونيا,1,1,18:00,06/02/2022
دوري الأمم الأوروبية,إسبانيا,البرتغال,1,1,20:45,06/02/2022
دوري الأمم الأوروبية,الكيان الصهيوني,أيسلندا,2,2,20:45,06/02/2022
دوري الأمم الأوروبية,صربيا,النرويج,0,1,20:45,06/02/2022
دوري الأمم الأوروبية,سلوفينيا,السويد,0,2,20:45,06/02/2022
دوري الأمم الأوروبية,التشيك,سويسرا,2,1,20:45,06/02/2022
دوري الأمم الأوروبية,إيرلندا الشمالية,اليونان,0,1,20:45,06/02/2022
مباريات ودية - منتخبات,أمريكا,المغرب,3,0,01:30,06/02/2022
مباريات ودية - منتخبات,اليــــابان,باراجواي,4,1,12:00,06/02/2022
مباريات ودية - منتخبات,كوريا الجنوبية,البرازيل,1,5,13:00,06/02/2022
دوري الأمم الأوروبية,كازاخستان,إذربيجان,2,0,16:00,06/03/2022
دوري الأمم الأوروبية,لاتفيا,اندورا,3,0,18:00,06/03/2022
دوري الأمم الأوروبية,كرواتيا,النمسا,0,3,20:45,06/03/2022
دوري الأمم الأوروبية,فرنسا,الدنمارك,1,2,20:45,06/03/2022
دوري الأمم الأوروبية,بلجيكا,هولندا,1,4,20:45,06/03/2022
دوري الأمم الأوروبية,ليشتنشتاين,مولدوفا,0,2,20:45,06/03/2022
دوري الأمم الأوروبية,بيلاروسيا,سلوفاكيا,0,1,20:45,06/03/2022
مباريات ودية - منتخبات,إكوادور,نيجيريا,1,0,02:30,06/03/2022
مباريات ودية - منتخبات,المكسيك,أوروجواي,0,3,04:00,06/03/2022
دوري الأمم الأوروبية,أرمينيا,أيرلندا,1,0,15:00,06/04/2022
دوري الأمم الأوروبية,المجر,إنجلترا,1,0,18:00,06/04/2022
دوري الأمم الأوروبية,فنلندا,البوسنة والهرسك,1,1,18:00,06/04/2022
دوري الأمم الأوروبية,ليتوانيا,لوكسمبرج,0,2,18:00,06/04/2022
دوري الأمم الأوروبية,إيطاليا,ألمانيا,1,1,20:45,06/04/2022
دوري الأمم الأوروبية,الجبل الأسود,رومانيا,2,0,20:45,06/04/2022
دوري الأمم الأوروبية,تركيا,جزر فاروه,4,0,20:45,06/04/2022
دوري الأمم الأوروبية,سان مارينو,مالطة,0,2,15:00,06/05/2022
دوري الأمم الأوروبية,قبرص,إيرلندا الشمالية,0,0,18:00,06/05/2022
دوري الأمم الأوروبية,جبل طارق,مقدونيا,0,2,18:00,06/05/2022
دوري الأمم الأوروبية,التشيك,إسبانيا,2,2,20:45,06/05/2022
دوري الأمم الأوروبية,البرتغال,سويسرا,4,0,20:45,06/05/2022
دوري الأمم الأوروبية,صربيا,سلوفينيا,4,1,20:45,06/05/2022
دوري الأمم الأوروبية,السويد,النرويج,1,2,20:45,06/05/2022
دوري الأمم الأوروبية,كوسوفو,اليونان,0,1,20:45,06/05/2022
دوري الأمم الأوروبية,بلغاريا,جورجيا,2,5,20:45,06/05/2022
مباريات ودية - منتخبات,السعودية,كولومبيا,0,1,19:00,06/05/2022
مباريات ودية - منتخبات,الأرجنتين,إستونيا,5,0,20:00,06/05/2022
مباريات ودية - منتخبات,أمريكا,أوروجواي,0,0,23:00,06/05/2022
دوري الأمم الأوروبية,لاتفيا,ليشتنشتاين,1,0,18:00,06/06/2022
دوري الأمم الأوروبية,كرواتيا,فرنسا,1,1,20:45,06/06/2022
دوري الأمم الأوروبية,أيسلندا,ألبانيا,1,1,20:45,06/06/2022
دوري الأمم الأوروبية,بيلاروسيا,إذربيجان,0,0,20:45,06/06/2022
دوري الأمم الأوروبية,سلوفاكيا,كازاخستان,0,1,20:45,06/06/2022
دوري الأمم الأوروبية,اندورا,مولدوفا,0,0,20:45,06/06/2022
دوري الأمم الأوروبية,النمسا,الدنمارك,1,2,22:15,06/06/2022
مباريات ودية - منتخبات,المكسيك,إكوادور,0,0,01:30,06/06/2022
مباريات ودية - منتخبات,اليــــابان,البرازيل,0,1,12:20,06/06/2022
مباريات ودية - منتخبات,كوريا الجنوبية,تشيلي,2,0,13:00,06/06/2022
دوري الأمم الأوروبية,فنلندا,الجبل الأسود,2,0,18:00,06/07/2022
دوري الأمم الأوروبية,ألمانيا,إنجلترا,1,1,20:45,06/07/2022
دوري الأمم الأوروبية,إيطاليا,المجر,2,1,20:45,06/07/2022
دوري الأمم الأوروبية,البوسنة والهرسك,رومانيا,1,0,20:45,06/07/2022
دوري الأمم الأوروبية,جزر فاروه,لوكسمبرج,0,1,20:45,06/07/2022
دوري الأمم الأوروبية,ليتوانيا,تركيا,0,6,20:45,06/07/2022
دوري الأمم الأوروبية,بلجيكا,بولندا,6,1,20:45,06/08/2022
دوري الأمم الأوروبية,ويلز,هولندا,1,2,20:45,06/08/2022
دوري الأمم الأوروبية,إسكتلندا,أرمينيا,2,0,20:45,06/08/2022
دوري الأمم الأوروبية,أيرلندا,أوكرانيا,0,1,20:45,06/08/2022
دوري الأمم الأوروبية,البرتغال,التشيك,2,0,20:45,06/09/2022
دوري الأمم الأوروبية,سويسرا,إسبانيا,0,1,20:45,06/09/2022
دوري الأمم الأوروبية,النرويج,سلوفينيا,0,0,20:45,06/09/2022
دوري الأمم الأوروبية,السويد,صربيا,0,1,20:45,06/09/2022
دوري الأمم الأوروبية,كوسوفو,إيرلندا الشمالية,3,2,20:45,06/09/2022
دوري الأمم الأوروبية,اليونان,قبرص,3,0,20:45,06/09/2022
دوري الأمم الأوروبية,جبل طارق,بلغاريا,1,1,20:45,06/09/2022
دوري الأمم الأوروبية,مقدونيا,جورجيا,0,3,20:45,06/09/2022
دوري الأمم الأوروبية,مالطة,إستونيا,1,2,20:45,06/09/2022
مباريات ودية - منتخبات,السعودية,فنزويلا,0,1,19:00,06/09/2022
دوري الأمم الأوروبية,إذربيجان,سلوفاكيا,0,1,18:00,06/10/2022
دوري الأمم الأوروبية,مولدوفا,لاتفيا,2,4,18:00,06/10/2022
دوري الأمم الأوروبية,النمسا,فرنسا,1,1,20:45,06/10/2022
دوري الأمم الأوروبية,الدنمارك,كرواتيا,0,1,20:45,06/10/2022
دوري الأمم الأوروبية,ألبانيا,الكيان الصهيوني,1,2,20:45,06/10/2022
دوري الأمم الأوروبية,بيلاروسيا,كازاخستان,1,1,20:45,06/10/2022
دوري الأمم الأوروبية,اندورا,ليشتنشتاين,2,1,20:45,06/10/2022
مباريات ودية - منتخبات,تشيلي,تونس,0,2,08:15,06/10/2022
مباريات ودية - منتخبات,اليــــابان,غانـــا,4,1,11:55,06/10/2022
مباريات ودية - منتخبات,كوريا الجنوبية,باراجواي,2,2,13:00,06/10/2022
دوري الأمم الأوروبية,أوكرانيا,أرمينيا,3,0,15:00,06/11/2022
دوري الأمم الأوروبية,أيرلندا,إسكتلندا,3,0,18:00,06/11/2022
دوري الأمم الأوروبية,جزر فاروه,ليتوانيا,2,1,18:00,06/11/2022
دوري الأمم الأوروبية,إنجلترا,إيطاليا,0,0,20:45,06/11/2022
دوري الأمم الأوروبية,المجر,ألمانيا,1,1,20:45,06/11/2022
دوري الأمم الأوروبية,هولندا,بولندا,2,2,20:45,06/11/2022
دوري الأمم الأوروبية,ويلز,بلجيكا,1,1,20:45,06/11/2022
دوري الأمم الأوروبية,الجبل الأسود,البوسنة والهرسك,1,1,20:45,06/11/2022
دوري الأمم الأوروبية,رومانيا,فنلندا,1,0,20:45,06/11/2022
