Champoin Type,Team A,Team B,Team A Score,Team B Score,Match Time,day
دوري الأمم الأوروبية,لوكسمبرج,تركيا,0,2,20:45,06/11/2022
دوري الأمم الأوروبية,إيرلندا الشمالية,قبرص,2,2,15:00,06/12/2022
دوري الأمم الأوروبية,النرويج,السويد,3,2,18:00,06/12/2022
دوري الأمم الأوروبية,جورجيا,بلغاريا,0,0,18:00,06/12/2022
دوري الأمم الأوروبية,مقدونيا,جبل طارق,4,0,18:00,06/12/2022
دوري الأمم الأوروبية,إسبانيا,التشيك,2,0,20:45,06/12/2022
دوري الأمم الأوروبية,سويسرا,البرتغال,1,0,20:45,06/12/2022
دوري الأمم الأوروبية,سلوفينيا,صربيا,2,2,20:45,06/12/2022
دوري الأمم الأوروبية,اليونان,كوسوفو,2,0,20:45,06/12/2022
دوري الأمم الأوروبية,مالطة,سان مارينو,1,0,20:45,06/12/2022
كأس مصر,المصري,المنصورة,2,1,18:30,06/12/2022
كأس مصر,الأهلي,المصري بالسلوم,1,0,21:00,06/12/2022
دوري الأمم الأوروبية,كازاخستان,سلوفاكيا,2,1,16:00,06/13/2022
دوري الأمم الأوروبية,إذربيجان,بيلاروسيا,2,0,18:00,06/13/2022
دوري الأمم الأوروبية,الدنمارك,النمسا,2,0,20:45,06/13/2022
دوري الأمم الأوروبية,فرنسا,كرواتيا,0,1,20:45,06/13/2022
دوري الأمم الأوروبية,أيسلندا,الكيان الصهيوني,2,2,20:45,06/13/2022
كأس مصر,الزمالك,الداخلية,2,1,20:00,06/13/2022
دوري الأمم الأوروبية,أرمينيا,إسكتلندا,1,4,18:00,06/14/2022
دوري الأمم الأوروبية,مولدوفا,اندورا,2,1,18:00,06/14/2022
دوري الأمم الأوروبية,إنجلترا,المجر,0,4,20:45,06/14/2022
دوري الأمم الأوروبية,ألمانيا,إيطاليا,5,2,20:45,06/14/2022
دوري الأمم الأوروبية,هولندا,ويلز,3,2,20:45,06/14/2022
دوري الأمم الأوروبية,بولندا,بلجيكا,0,1,20:45,06/14/2022
دوري الأمم الأوروبية,أوكرانيا,أيرلندا,1,1,20:45,06/14/2022
دوري الأمم الأوروبية,البوسنة والهرسك,فنلندا,3,2,20:45,06/14/2022
دوري الأمم الأوروبية,رومانيا,الجبل الأسود,0,3,20:45,06/14/2022
دوري الأمم الأوروبية,لوكسمبرج,جزر فاروه,2,2,20:45,06/14/2022
دوري الأمم الأوروبية,تركيا,ليتوانيا,2,0,20:45,06/14/2022
دوري الأمم الأوروبية,ليشتنشتاين,لاتفيا,0,2,20:45,06/14/2022
مباريات ودية - منتخبات,تشيلي,غانـــا,0,0,08:15,06/14/2022
مباريات ودية - منتخبات,تونس,اليــــابان,3,0,11:55,06/14/2022
مباريات ودية - منتخبات,كوريا الجنوبية,مصر,4,1,13:00,06/14/2022
كأس مصر,المقاولون العرب,الجونة,2,0,20:00,07/01/2022
كأس مصر,سموحة,كفر الشيخ‏,6,1,18:00,07/05/2022
كأس مصر,طلائع الجيش,منتخب السويس,0,1,18:00,07/06/2022
كأس مصر,بيراميدز,سيراميكا كليوباترا,2,1,21:00,07/06/2022
كأس مصر,المصري,ايسترن كومباني,1,0,18:00,07/07/2022
مباريات ودية -أندية,مانشستر يونايتد,ليفربول,4,0,15:00,07/12/2022
مباريات ودية -أندية,مانشستر يونايتد,ليفربول,4,0,15:00,07/12/2022
مباريات ودية -أندية,مول فيهيرفار,جالاتا سراي,1,0,19:00,07/13/2022
مباريات ودية -أندية,أولوت,برشلونة,1,1,19:15,07/13/2022
مباريات ودية -أندية,بودابست,طرابزون سبور,1,2,18:00,07/14/2022
مباريات ودية -أندية,ميلبورن فيكتوري,مانشستر يونايتد,1,4,12:05,07/15/2022
مباريات ودية -أندية,ليفربول,كريستال بالاس,2,0,14:35,07/15/2022
مباريات ودية -أندية,باريس سان جيرمان,كيفيلي,2,0,17:00,07/15/2022
مباريات ودية -أندية,توتنهام هوتسبر,اشبيلية,1,1,13:00,07/16/2022
مباريات ودية -أندية,طرابزون سبور,سلوفاكو,2,2,18:00,07/16/2022
مباريات ودية -أندية,كولن,ميلان,1,2,19:00,07/16/2022
مباريات ودية -أندية,جالاتا سراي,سيجما أولوموتس,2,0,19:00,07/16/2022
مباريات ودية -أندية,روما,بورتيمونينسي,2,0,20:00,07/16/2022
مباريات ودية -أندية,إنتر ميلان,موناكو,2,2,20:30,07/16/2022
مباريات ودية -أندية,أرسنال,إيفرتون,2,0,01:00,07/17/2022
مباريات ودية -أندية,كلوب أمريكا,تشيلسي,1,2,04:00,07/17/2022
مباريات ودية -أندية,بروسيا دورتموند,فالنسيا,1,3,19:00,07/18/2022
مباريات ودية -أندية,مانشستر يونايتد,كريستال بالاس,3,1,12:10,07/19/2022
مباريات ودية -أندية,جالاتا سراي,باردوبيس,0,0,18:00,07/19/2022
مباريات ودية -أندية,سبورتينج لشبونة,روما,3,2,21:00,07/19/2022
مباريات ودية -أندية,انتر ميامى,برشلونة,0,6,02:00,07/20/2022
مباريات ودية -أندية,كاواساكي فورنتال,باريس سان جيرمان,1,2,12:30,07/20/2022
مباريات ودية -أندية,شارلوت,تشيلسي,1,1,01:00,07/21/2022
مباريات ودية -أندية,دي.سي. يونايتد,بايرن ميونيخ,2,6,01:30,07/21/2022
مباريات ودية -أندية,أورلاندو سيتى,أرسنال,1,3,01:30,07/21/2022
مباريات ودية -أندية,دي.سي. يونايتد,بايرن ميونيخ,2,6,01:30,07/21/2022
مباريات ودية -أندية,أورلاندو سيتى,أرسنال,1,3,02:30,07/21/2022
مباريات ودية -أندية,مانشستر سيتي,كلوب أمريكا,2,1,02:30,07/21/2022
مباريات ودية -أندية,شارلوت,تشيلسي,1,1,02:39,07/21/2022
مباريات ودية -أندية,مانشستر سيتي,كلوب أمريكا,2,1,03:13,07/21/2022
مباريات ودية -أندية,لايبزيج,ليفربول,0,5,19:15,07/21/2022
مباريات ودية -أندية,بروسيا دورتموند,فياريال,0,2,19:00,07/22/2022
مباريات ودية -أندية,يوفنتوس,غوادالاخارا,2,0,05:00,07/23/2022
مباريات ودية -أندية,مانشستر يونايتد,أستون فيلا,2,2,11:45,07/23/2022
مباريات ودية -أندية,اوراوا ريد دياموندز,باريس سان جيرمان,0,3,12:00,07/23/2022
مباريات ودية -أندية,جلاسكو رينجرز,توتنهام هوتسبر,1,2,16:00,07/23/2022
مباريات ودية -أندية,نانت,لوريان,2,0,16:00,07/23/2022
مباريات ودية -أندية,فولفسبورج,برينتفورد,4,0,16:00,07/23/2022
مباريات ودية -أندية,زالاجيرشيج,ميلان,3,2,18:00,07/23/2022
مباريات ودية -أندية,طرابزون سبور,تورينو,0,3,18:00,07/23/2022
مباريات ودية -أندية,لانس,إنتر ميلان,1,0,18:30,07/23/2022
مباريات ودية -أندية,روما,نيس,1,1,20:00,07/23/2022
مباريات ودية -أندية,بايرن ميونيخ,مانشستر سيتي,0,1,01:15,07/24/2022
مباريات ودية -أندية,أرسنال,تشيلسي,4,0,02:00,07/24/2022
مباريات ودية -أندية,ريال مدريد,برشلونة,0,1,05:00,07/24/2022
مباريات ودية -أندية,باريس سان جيرمان,جامبا أوساكا,6,2,12:00,07/25/2022
مباريات ودية -أندية,طرابزون سبور,إمبولي,0,1,18:00,07/25/2022
مباريات ودية -أندية,إيبسويتش تاون,ساوثيند يونايتد,3,1,20:00,07/26/2022
مباريات ودية -أندية,برشلونة,يوفنتوس,2,2,02:30,07/27/2022
مباريات ودية -أندية,ريال مدريد,كلوب أمريكا,2,2,04:30,07/27/2022
مباريات ودية -أندية,نانت,رين,0,1,17:00,07/27/2022
مباريات ودية -أندية,فولفسبرجر,ميلان,0,5,19:00,07/27/2022
مباريات ودية -أندية,نومانسيا,اتلتيكو مدريد,0,4,19:00,07/27/2022
مباريات ودية -أندية,ريد بول سالزبورج,ليفربول,1,0,20:00,07/27/2022
مباريات ودية -أندية,نابولي,أضنة دمير سبور,2,2,20:30,07/27/2022
مباريات ودية -أندية,أودينيزي,تشيلسي,1,3,21:00,07/29/2022
مباريات ودية -أندية,أرسنال,اشبيلية,6,0,13:30,07/30/2022
مباريات ودية -أندية,مانشستر يونايتد,اتلتيكو مدريد,0,1,13:45,07/30/2022
مباريات ودية -أندية,بروسيا دورتموند,انطاليا سبور,1,1,17:00,07/30/2022
مباريات ودية -أندية,فيتيسه آرنهم,أتروميتوس أثينا,1,2,18:30,07/30/2022
مباريات ودية -أندية,توتنهام هوتسبر,روما,0,1,20:15,07/30/2022
مباريات ودية -أندية,إنتر ميلان,ليون,2,2,20:30,07/30/2022
مباريات ودية -أندية,نيويورك ريد بولز,برشلونة,0,2,01:00,07/31/2022
مباريات ودية -أندية,ريال مدريد,يوفنتوس,2,0,04:00,07/31/2022
مباريات ودية -أندية,مانشستر يونايتد,رايو فاييكانو,1,1,17:00,07/31/2022
مباريات ودية -أندية,مارسيليا,ميلان,0,2,18:00,07/31/2022
مباريات ودية -أندية,مارسيليا,ميلان,0,2,18:00,07/31/2022
مباريات ودية -أندية,ليفربول,ستراسبورج,0,3,20:30,07/31/2022
كأس العرب تحت 20 عاما,السعودية - شباب,مصر - شباب,1,1,18:30,08/07/2022
كأس مصر,إنبي,البنك الاهلي,4,4,20:00,08/12/2022
الدوري الإسباني,أوساسونا,اشبيلية,2,1,21:00,08/12/2022
الدوري الإسباني,سيلتا فيجو,اسبانيول,2,2,17:00,08/13/2022
الدوري الإسباني,بلد الوليد,فياريال,0,3,19:00,08/13/2022
الدوري الإسباني,برشلونة,رايو فاييكانو,0,0,21:00,08/13/2022
كأس مصر,منتخب السويس,سموحة,0,2,19:00,08/14/2022
كأس مصر,الأهلي,مصر المقاصة,1,0,20:00,08/14/2022
كأس مصر,الأهلي,مصر المقاصة,1,0,20:00,08/14/2022
الدوري الإسباني,قادش,ريال سوسيداد,0,1,17:30,08/14/2022
الدوري الإسباني,فالنسيا,جيرونا,1,0,19:30,08/14/2022
الدوري الإسباني,الميريا,ريال مدريد,1,2,22:00,08/14/2022
كأس مصر,الزمالك,الإسماعيلي,1,0,20:00,08/15/2022
الدوري الإسباني,أتلتيك بلباو,مايوركا,0,0,17:30,08/15/2022
الدوري الإسباني,خيتافي,اتلتيكو مدريد,0,3,19:30,08/15/2022
الدوري الإسباني,ريال بيتيس,إلتشي,3,0,21:30,08/15/2022
دوري أبطال آسيا للنخبة,دايجـو,تشونبك هيونداي,1,2,10:00,08/18/2022
دوري أبطال آسيا للنخبة,فيسيل كوبه,يوكوهاما مارينوس,3,2,13:00,08/18/2022
الدوري الأوروبي,ابولون ليماسول,أولمبياكوس,1,1,21:00,08/18/2022
دوري أبطال آسيا للنخبة,باثوم يونايتد,كيتشي,4,0,10:00,08/19/2022
دوري أبطال آسيا للنخبة,جوهور دارول تاكزيم,اوراوا ريد دياموندز,0,5,13:00,08/19/2022
الدوري الإسباني,اسبانيول,رايو فاييكانو,0,2,20:00,08/19/2022
الدوري الإسباني,اشبيلية,بلد الوليد,1,1,22:00,08/19/2022
الدوري الإسباني,أوساسونا,قادش,2,0,17:30,08/20/2022
الدوري الإسباني,مايوركا,ريال بيتيس,1,2,19:30,08/20/2022
الدوري الإسباني,سيلتا فيجو,ريال مدريد,1,4,22:00,08/20/2022
الدوري الإسباني,أتلتيك بلباو,فالنسيا,1,0,17:30,08/21/2022
الدوري الإسباني,اتلتيكو مدريد,فياريال,0,2,19:30,08/21/2022
الدوري الإسباني,ريال سوسيداد,برشلونة,1,4,22:00,08/21/2022
دوري أبطال آسيا للنخبة,فيسيل كوبه,تشونبك هيونداي,1,1,10:00,08/22/2022
دوري أبطال آسيا للنخبة,اوراوا ريد دياموندز,باثوم يونايتد,4,0,13:00,08/22/2022
الدوري الإسباني,إلتشي,الميريا,1,1,20:00,08/22/2022
الدوري الإسباني,جيرونا,خيتافي,3,1,22:00,08/22/2022
مباريات ودية -أندية,برشلونة,مانشستر سيتي,3,3,21:30,08/24/2022
دوري أبطال آسيا للنخبة,تشونبك هيونداي,اوراوا ريد دياموندز,2,2,12:30,08/25/2022
الدوري الأوروبي,أولمبياكوس,ابولون ليماسول,1,1,21:00,08/25/2022
الدوري الإسباني,جيرونا,سيلتا فيجو,0,1,20:00,08/26/2022
الدوري الإسباني,ريال بيتيس,أوساسونا,1,0,22:00,08/26/2022
الدوري الإسباني,إلتشي,ريال سوسيداد,0,1,17:30,08/27/2022
الدوري الإسباني,رايو فاييكانو,مايوركا,0,2,19:30,08/27/2022
الدوري الإسباني,الميريا,اشبيلية,2,1,22:00,08/27/2022
الدوري الإسباني,خيتافي,فياريال,0,0,17:30,08/28/2022
الدوري الإسباني,برشلونة,بلد الوليد,4,0,19:30,08/28/2022
الدوري الإسباني,اسبانيول,ريال مدريد,1,3,22:00,08/28/2022
الدوري الإسباني,قادش,أتلتيك بلباو,0,4,20:00,08/29/2022
الدوري الإسباني,فالنسيا,اتلتيكو مدريد,0,1,22:00,08/29/2022
الدوري الإسباني,سيلتا فيجو,قادش,3,0,21:00,09/02/2022
الدوري الإسباني,مايوركا,جيرونا,1,1,14:00,09/03/2022
الدوري الإسباني,ريال مدريد,ريال بيتيس,2,1,16:15,09/03/2022
الدوري الإسباني,ريال سوسيداد,اتلتيكو مدريد,1,1,18:30,09/03/2022
الدوري الإسباني,اشبيلية,برشلونة,0,3,21:00,09/03/2022
الدوري الإسباني,أوساسونا,رايو فاييكانو,2,1,14:00,09/04/2022
الدوري الإسباني,أتلتيك بلباو,اسبانيول,0,1,16:15,09/04/2022
الدوري الإسباني,فياريال,إلتشي,4,0,18:30,09/04/2022
الدوري الإسباني,فالنسيا,خيتافي,5,1,21:00,09/04/2022
الدوري الإسباني,بلد الوليد,الميريا,1,0,21:00,09/05/2022
دوري أبطال أوروبا,دينامو زغرب,تشيلسي,1,0,18:45,09/06/2022
دوري أبطال أوروبا,بروسيا دورتموند,كوبنهاجن,3,0,18:45,09/06/2022
دوري أبطال أوروبا,باريس سان جيرمان,يوفنتوس,2,1,21:00,09/06/2022
دوري أبطال أوروبا,بنفيكا,مكابي حيفا,2,0,21:00,09/06/2022
دوري أبطال أوروبا,سلتيك,ريال مدريد,0,3,21:00,09/06/2022
دوري أبطال أوروبا,لايبزيج,شاختار دونيتسك,1,4,21:00,09/06/2022
دوري أبطال أوروبا,اشبيلية,مانشستر سيتي,0,4,21:00,09/06/2022
دوري أبطال أوروبا,ريد بول سالزبورج,ميلان,1,1,21:00,09/06/2022
دوري أبطال أوروبا,أياكس امستردام,جلاسكو رينجرز,4,0,18:45,09/07/2022
دوري أبطال أوروبا,آ. فرانكفورت,سبورتينج لشبونة,0,3,18:45,09/07/2022
دوري أبطال أوروبا,برشلونة,فيكتوريا بلزن,5,1,21:00,09/07/2022
دوري أبطال أوروبا,كلوب بروج,باير ليفركوزن,1,0,21:00,09/07/2022
دوري أبطال أوروبا,إنتر ميلان,بايرن ميونيخ,0,2,21:00,09/07/2022
دوري أبطال أوروبا,نابولي,ليفربول,4,1,21:00,09/07/2022
دوري أبطال أوروبا,اتلتيكو مدريد,بورتو,2,1,21:00,09/07/2022
دوري أبطال أوروبا,توتنهام هوتسبر,مارسيليا,2,0,21:00,09/07/2022
الدوري الأوروبي,فنربخشة,دينامو كييف,2,1,18:45,09/08/2022
الدوري الأوروبي,لودوجوريتس,روما,2,1,18:45,09/08/2022
الدوري الأوروبي,زيورخ,أرسنال,1,2,18:45,09/08/2022
الدوري الأوروبي,هلسنكي,ريال بيتيس,0,2,18:45,09/08/2022
الدوري الأوروبي,مالمو,سبورتينج براجا,0,2,18:45,09/08/2022
الدوري الأوروبي,آيك لارانكا,رين,1,2,18:45,09/08/2022
الدوري الأوروبي,يونيون برلين,سان جيلواز,0,1,18:45,09/08/2022
الدوري الأوروبي,إيندهوفن,جليمت,1,1,18:45,09/08/2022
الدوري الأوروبي,فيرينكفاروسي,طرابزون سبور,3,2,21:00,09/08/2022
الدوري الأوروبي,مانشستر يونايتد,ريال سوسيداد,0,1,21:00,09/08/2022
الدوري الأوروبي,أومونيا,شيريف تيراسبول,0,3,21:00,09/08/2022
الدوري الأوروبي,لاتسيو,فينورد,4,2,21:00,09/08/2022
الدوري الأوروبي,شتورم جراتس,ميتييلاند,1,0,21:00,09/08/2022
الدوري الأوروبي,فرايبورج,كاراباج اجدام,2,1,21:00,09/08/2022
الدوري الأوروبي,نانت,أولمبياكوس,2,1,21:00,09/08/2022
الدوري الأوروبي,سرفينا زافيزدا,موناكو,0,1,21:00,09/08/2022
دوري المؤتمر الأوروبي,هارت أوف ميدلوثيان,إسطنبول باشاكشهير,0,4,18:45,09/08/2022
دوري المؤتمر الأوروبي,فيورنتينا,نادي آر إف إس,1,1,18:45,09/08/2022
دوري المؤتمر الأوروبي,أندرلخت,سيلكيبورج,1,0,18:45,09/08/2022
دوري المؤتمر الأوروبي,فياريال,ليخ بوزنان,4,3,18:45,09/08/2022
دوري المؤتمر الأوروبي,أوستريا فيينا,هابويل بئر سبع,0,0,18:45,09/08/2022
دوري المؤتمر الأوروبي,سلوفاكو,بارتيزان,3,3,18:45,09/08/2022
دوري المؤتمر الأوروبي,نيس,كولن,1,1,18:45,09/08/2022
دوري المؤتمر الأوروبي,بالكاني,كلوج,1,1,18:45,09/08/2022
دوري المؤتمر الأوروبي,وست هام يونايتد,ستيوا بوخارست,3,1,21:00,09/08/2022
دوري المؤتمر الأوروبي,فادوز,ابولون ليماسول,0,0,21:00,09/08/2022
دوري المؤتمر الأوروبي,دنيبرو-1,الكمار,0,1,21:00,09/08/2022
دوري المؤتمر الأوروبي,مولده,جينت,0,0,21:00,09/08/2022
دوري المؤتمر الأوروبي,شامروك روفرز,يورجوردينس,0,0,21:00,09/08/2022
دوري المؤتمر الأوروبي,سيفاسبور,سلافيا براج,1,1,21:00,09/08/2022
دوري المؤتمر الأوروبي,بازل,بيونيك,3,1,21:00,09/08/2022
دوري المؤتمر الأوروبي,سلوفان براتيسلافا,زالجيريس فيلنوس,0,0,21:00,09/08/2022
الدوري الإسباني,جيرونا,بلد الوليد,2,1,21:00,09/09/2022
كأس السوبر الأفريقي,الوداد البيضاوي,نهضة بركان,0,2,21:00,09/10/2022
الدوري الإسباني,رايو فاييكانو,فالنسيا,2,1,14:00,09/10/2022
الدوري الإسباني,اسبانيول,اشبيلية,2,3,16:15,09/10/2022
الدوري الإسباني,قادش,برشلونة,0,4,18:30,09/10/2022
الدوري الإسباني,اتلتيكو مدريد,سيلتا فيجو,4,1,21:00,09/10/2022
الكونفيدرالية الأفريقية,بيدكو بول أف سي,مودرن سبورت,0,0,15:00,09/10/2022
دوري أبطال أفريقيا,الجيش الرواندي,الإتحاد المنستيري,1,0,15:00,09/10/2022
الدوري الإسباني,ريال مدريد,مايوركا,4,1,14:00,09/11/2022
الدوري الإسباني,إلتشي,أتلتيك بلباو,1,4,16:15,09/11/2022
الدوري الإسباني,خيتافي,ريال سوسيداد,2,1,18:30,09/11/2022
الدوري الإسباني,ريال بيتيس,فياريال,1,0,21:00,09/11/2022
الكونفيدرالية الأفريقية,هلال الساحل,جيتا جولد أف سي,1,0,19:00,09/11/2022
الدوري الإسباني,الميريا,أوساسونا,0,1,21:00,09/12/2022
دوري أبطال أوروبا,سبورتينج لشبونة,توتنهام هوتسبر,2,0,18:45,09/13/2022
دوري أبطال أوروبا,فيكتوريا بلزن,إنتر ميلان,0,2,18:45,09/13/2022
دوري أبطال أوروبا,ليفربول,أياكس امستردام,2,1,21:00,09/13/2022
دوري أبطال أوروبا,بايرن ميونيخ,برشلونة,2,0,21:00,09/13/2022
دوري أبطال أوروبا,بورتو,كلوب بروج,0,4,21:00,09/13/2022
دوري أبطال أوروبا,باير ليفركوزن,اتلتيكو مدريد,2,0,21:00,09/13/2022
دوري أبطال أوروبا,مارسيليا,آ. فرانكفورت,0,1,21:00,09/13/2022
دوري أبطال أوروبا,ميلان,دينامو زغرب,3,1,18:45,09/14/2022
دوري أبطال أوروبا,شاختار دونيتسك,سلتيك,1,1,18:45,09/14/2022
دوري أبطال أوروبا,جلاسكو رينجرز,نابولي,0,3,21:00,09/14/2022
دوري أبطال أوروبا,مانشستر سيتي,بروسيا دورتموند,2,1,21:00,09/14/2022
دوري أبطال أوروبا,ريال مدريد,لايبزيج,2,0,21:00,09/14/2022
دوري أبطال أوروبا,تشيلسي,ريد بول سالزبورج,1,1,21:00,09/14/2022
دوري أبطال أوروبا,مكابي حيفا,باريس سان جيرمان,1,3,21:00,09/14/2022
دوري أبطال أوروبا,يوفنتوس,بنفيكا,1,2,21:00,09/14/2022
دوري أبطال أوروبا,كوبنهاجن,اشبيلية,0,0,21:00,09/14/2022
الدوري الأوروبي,ريال سوسيداد,أومونيا,2,1,18:45,09/15/2022
الدوري الأوروبي,شيريف تيراسبول,مانشستر يونايتد,0,2,18:45,09/15/2022
الدوري الأوروبي,ميتييلاند,لاتسيو,5,1,18:45,09/15/2022
الدوري الأوروبي,فينورد,شتورم جراتس,6,0,18:45,09/15/2022
الدوري الأوروبي,أولمبياكوس,فرايبورج,0,3,18:45,09/15/2022
الدوري الأوروبي,كاراباج اجدام,نانت,3,0,18:45,09/15/2022
الدوري الأوروبي,طرابزون سبور,سرفينا زافيزدا,2,1,18:45,09/15/2022
الدوري الأوروبي,موناكو,فيرينكفاروسي,0,1,18:45,09/15/2022
الدوري الأوروبي,جليمت,زيورخ,2,1,21:00,09/15/2022
الدوري الأوروبي,دينامو كييف,آيك لارانكا,0,1,21:00,09/15/2022
الدوري الأوروبي,رين,فنربخشة,2,2,21:00,09/15/2022
الدوري الأوروبي,روما,هلسنكي,3,0,21:00,09/15/2022
الدوري الأوروبي,سان جيلواز,مالمو,3,2,21:00,09/15/2022
الدوري الأوروبي,سبورتينج براجا,يونيون برلين,1,0,21:00,09/15/2022
الدوري الأوروبي,ريال بيتيس,لودوجوريتس,3,2,21:00,09/15/2022
دوري المؤتمر الأوروبي,ابولون ليماسول,دنيبرو-1,1,3,18:45,09/15/2022
دوري المؤتمر الأوروبي,الكمار,فادوز,4,1,18:45,09/15/2022
دوري المؤتمر الأوروبي,يورجوردينس,مولده,3,2,18:45,09/15/2022
دوري المؤتمر الأوروبي,جينت,شامروك روفرز,3,0,18:45,09/15/2022
دوري المؤتمر الأوروبي,سلافيا براج,بالكاني,3,2,18:45,09/15/2022
دوري المؤتمر الأوروبي,كلوج,سيفاسبور,0,1,18:45,09/15/2022
دوري المؤتمر الأوروبي,زالجيريس فيلنوس,بازل,0,1,18:45,09/15/2022
دوري المؤتمر الأوروبي,بيونيك,سلوفان براتيسلافا,2,0,18:45,09/15/2022
دوري المؤتمر الأوروبي,نادي آر إف إس,هارت أوف ميدلوثيان,0,2,21:00,09/15/2022
دوري المؤتمر الأوروبي,إسطنبول باشاكشهير,فيورنتينا,3,0,21:00,09/15/2022
دوري المؤتمر الأوروبي,ستيوا بوخارست,أندرلخت,0,0,21:00,09/15/2022
دوري المؤتمر الأوروبي,سيلكيبورج,وست هام يونايتد,2,3,21:00,09/15/2022
دوري المؤتمر الأوروبي,ليخ بوزنان,أوستريا فيينا,4,1,21:00,09/15/2022
دوري المؤتمر الأوروبي,هابويل بئر سبع,فياريال,1,2,21:00,09/15/2022
دوري المؤتمر الأوروبي,بارتيزان,نيس,1,1,21:00,09/15/2022
دوري المؤتمر الأوروبي,كولن,سلوفاكو,4,2,21:00,09/15/2022
الدوري الإسباني,بلد الوليد,قادش,0,1,21:00,09/16/2022
الدوري الإسباني,مايوركا,الميريا,1,0,14:00,09/17/2022
الدوري الإسباني,برشلونة,إلتشي,3,0,16:15,09/17/2022
الدوري الإسباني,فالنسيا,سيلتا فيجو,3,0,18:30,09/17/2022
الدوري الإسباني,أتلتيك بلباو,رايو فاييكانو,3,2,21:00,09/17/2022
الكونفيدرالية الأفريقية,جيتا جولد أف سي,هلال الساحل,2,1,18:00,09/17/2022
الكونفيدرالية الأفريقية,مودرن سبورت,بيدكو بول أف سي,1,0,21:00,09/17/2022
الدوري الإسباني,أوساسونا,خيتافي,0,2,14:00,09/18/2022
الدوري الإسباني,فياريال,اشبيلية,1,1,16:15,09/18/2022
الدوري الإسباني,ريال بيتيس,جيرونا,2,1,18:30,09/18/2022
الدوري الإسباني,ريال سوسيداد,اسبانيول,2,1,18:30,09/18/2022
الدوري الإسباني,اتلتيكو مدريد,ريال مدريد,1,2,21:00,09/18/2022
دوري أبطال أفريقيا,الإتحاد المنستيري,الجيش الرواندي,3,0,16:00,09/18/2022
دوري أبطال أفريقيا,إليكت سبورت,الزمالك,0,2,17:00,09/18/2022
دوري الأمم الأوروبية,إسكتلندا,أوكرانيا,3,0,20:45,09/21/2022
مباريات ودية -أندية,الأهلي,بتروجت,5,1,17:00,09/21/2022
دوري الأمم الأوروبية,كازاخستان,بيلاروسيا,2,1,16:00,09/22/2022
دوري الأمم الأوروبية,لاتفيا,مولدوفا,1,2,18:00,09/22/2022
دوري الأمم الأوروبية,كرواتيا,الدنمارك,2,1,20:45,09/22/2022
دوري الأمم الأوروبية,فرنسا,النمسا,2,0,20:45,09/22/2022
دوري الأمم الأوروبية,بلجيكا,ويلز,2,1,20:45,09/22/2022
دوري الأمم الأوروبية,بولندا,هولندا,0,2,20:45,09/22/2022
دوري الأمم الأوروبية,ليتوانيا,جزر فاروه,1,1,20:45,09/22/2022
دوري الأمم الأوروبية,تركيا,لوكسمبرج,3,3,20:45,09/22/2022
دوري الأمم الأوروبية,سلوفاكيا,إذربيجان,1,2,20:45,09/22/2022
دوري الأمم الأوروبية,ليشتنشتاين,اندورا,0,2,20:45,09/22/2022
مباريات ودية - منتخبات,تونس,جزر القمر,1,0,16:30,09/22/2022
دوري الأمم الأوروبية,جورجيا,مقدونيا,2,0,18:00,09/23/2022
دوري الأمم الأوروبية,إستونيا,مالطة,2,1,18:00,09/23/2022
دوري الأمم الأوروبية,ألمانيا,المجر,0,1,20:45,09/23/2022
دوري الأمم الأوروبية,إيطاليا,إنجلترا,1,0,20:45,09/23/2022
دوري الأمم الأوروبية,فنلندا,رومانيا,1,1,20:45,09/23/2022
دوري الأمم الأوروبية,بلغاريا,جبل طارق,5,1,20:45,09/23/2022
دوري الأمم الأوروبية,البوسنة والهرسك,الجبل الأسود,1,0,20:45,09/23/2022
مباريات ودية - منتخبات,مصر,بنين الأولمبي,0,0,15:00,09/23/2022
مباريات ودية - منتخبات,باراجواي,الإمارات,1,0,18:00,09/23/2022
مباريات ودية - منتخبات,قطر,كندا,0,2,19:00,09/23/2022
مباريات ودية - منتخبات,مصر,النيجر,3,0,20:00,09/23/2022
مباريات ودية - منتخبات,السعودية,إكوادور,0,0,20:00,09/23/2022
مباريات ودية - منتخبات,البرازيل,غانـــا,3,0,20:30,09/23/2022
مباريات ودية - منتخبات,المغرب,تشيلي,2,0,21:00,09/23/2022
مباريات ودية - منتخبات,الجزائر,غينيا,1,0,21:00,09/23/2022
دوري الأمم الأوروبية,أرمينيا,أوكرانيا,0,5,15:00,09/24/2022
دوري الأمم الأوروبية,سلوفينيا,النرويج,2,1,18:00,09/24/2022
دوري الأمم الأوروبية,إيرلندا الشمالية,كوسوفو,2,1,18:00,09/24/2022
دوري الأمم الأوروبية,التشيك,البرتغال,0,4,20:45,09/24/2022
دوري الأمم الأوروبية,إسبانيا,سويسرا,1,2,20:45,09/24/2022
دوري الأمم الأوروبية,إسكتلندا,أيرلندا,2,1,20:45,09/24/2022
دوري الأمم الأوروبية,الكيان الصهيوني,ألبانيا,2,1,20:45,09/24/2022
دوري الأمم الأوروبية,صربيا,السويد,4,1,20:45,09/24/2022
دوري الأمم الأوروبية,قبرص,اليونان,1,0,20:45,09/24/2022
مباريات ودية - منتخبات,الأرجنتين,هندوراس,3,0,02:00,09/24/2022
